Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
39,14,88.23,Don Octavio,498.59,$14.20,"$7,079.98",Wataru for Voila Coffee,Jose Octavio Umaña Valdivieso,1600 MSNM,El Salvador,2021,,,"Chocolate, Dried Fruit, Mango, Plum, Plum juicy, Smooth and sweet","Apple , Brown Sugar , Orange , Passion Fruit , Peach , Pineapple , Stone Fruit , Berry, Black Cherry, Black Tea, Blood orange, Blueberry, Clean, Complex, Cranberry, Crisp, Dark caramel, Floral, Lemon, Lime, Mandarin Orange, Melon, Minty, Plum, Red Apple, Rhubarb, Roasted Almond","Bright, Caramel, Citric Acid, Complex, Grapefruit, Passion Fruit, Plum, Stone Fruit",Honey,Pacamara,,,El Salvador
40,15,88.13,Los Pozos,1160.88,$11.40,"$13,234.03","

Kaffebrenneriet As

",Isaura Cecilia Aguilar Landaverde,1500 MASL,El Salvador,2021,,,"Bittersweet Chocolate, Honey, Intense and bitter sweet finished, Mango, Papaya","Brown Sugar , Cherry , Mandarin Orange , Peach , Apple, Bittersweet Chocolate, Black Cherry, Black Currant, Black Tea, Blood orange, Brown Spice, Caramel, Cedar, Cola nut, Cranberry, Dark Chocolate, Floral, Grapefruit, Hibiscus, Mango, Orange, Papaya, Plum, Red Grape, Savory, Spiced, Sweet, Tomato","Citric Acid , Grape , Malic Acid , Bright, Cherry, Grapefruit, Juicy, Overall Sweet, Red Apple, Stone Fruit, Structured",Washed,Pacamara,,,El Salvador
41,16,87.97,El Milagro,606.31,$15.10,"$9,155.28","Boqueron Coffee 火萨
云南物海文亮
Global Beans
嗒啡馆Coffee Daap",Joaquin Elias Guillen,1400 MASL,El Salvador,2021,,,"Bright acidity and pineapple, Citrus Fruit, Dark Green, Grapefruit, Lemon & Lime, Mango","Peach , Floral , Blueberry , Cherry , Stone Fruit , Apple, Black Tea, Brown Sugar, Burnt Sugar, Casis, Chocolate, Citrus Fruit, Cramberry, Dark plum, Delicate, Honey, Mandarin Orange, Mango, Minty, Passion Fruit, Raspberry, Red Currant, Red Grape, Strawberry, Umami, Winey","Berry, Bright, Complex, Crisp, Grape, Structured, Tangerine, Tartaric",Natural,Gesha,,,El Salvador
42,17,87.57,La Montañita,1155.19,$11.20,"$12,938.13","

Kyokuto Fadie Corporation

",Antonio Aguilar Lemus,1400 MASL,El Salvador,2021,,,"Bright acidity and sweet, Citric Acid, Dark Chocolate, Honey, Red Grape, Sweet finished, Tropical Fruit","Stone Fruit , Mandarin Orange , Vanilla , Almond, Bakers Chocolate, Berry, Black Cherry, Black Tea, Blood orange, Blueberry, Cherry, Chocolate, Citrus, Cola, Dark Chocolate, Floral, Fruity, Good acidity, Good body, Hibiscus, Honey, Mild, Molasses, Orange, Peach, Plum, Red Grape, Sweet, Sweet & Sugary, Tea like","Citric Acid , Complex , Cherry, Crisp, Delicate, Grapefruit, Malic Acid, Pineapple, Refined, Structure, Tangerine, Tartaric",Washed,Pacamara,,,El Salvador
43,18,87.5,El Aguila,507.45,$14.40,"$7,307.28","

Tashiro Coffee Co., Ltd

",Primos Ariz Valdivieso Y Compañia,,El Salvador,2021,,,"Mandarin Orange, Strawberry, Sweet and long finish, Sweet spice","Peach , Blueberry , Floral , Honey , Tropical Fruit , Vanilla , Blackberry, Brown Sugar, Chocolate, Delicate, Dry grape, Grape, Guava, Licorice-anise, Mango, Milk Chocolate, Nice balance, Pineapple, Red Apple, Spakling wine, Stone Fruit, Strawberry, Sweet, White Grape, Yellow fruits","Citric Acid , Bright, Grapefruit, Lemon & Lime, Malic Acid, Plum, Prune, Red Grape, Tartaric acidity, Transparent",Natural,SL-34,,,El Salvador
44,19,87.5,Santa Josefita,1290.27,$11.10,"$14,322.00","

Wataru & Co., Ltd.

","Ipala, Sociedad Anonima De Capital Variable",1300 MASL,El Salvador,2021,,,"Black Currant, Blackberry, Dried Dates, Multidimensional, Overall Sweet, Slight bitter finish, Tea-like","Black Tea , Caramel , Almond, Black Cherry, Brown Spice, Brown Sugar, Candied fruit, Cantaloupe, Cherry peach, Chocolate, Clean, Clementine, Complex, Cramberry, Dried Fig, Grape, Guava, Honey, Honeydew, Juicy, Licorice, Mandarin Orange, Orange Blossom, Passion Fruit, Pineapple, Plum, Raspberry, Sweet, Sweet Aromatics, Sweet orange, Tropical Fruit","Citric Acid , Bright, Grapefruit, Jasmine, Lemon, Plum, Tangerine",Washed,Bourbon,,,El Salvador
45,20,87.5,Las Margaritas,489.65,$14.30,"$7,002.00","

Thood Qahwa LTD Co

","Santa Margarita De Apaneca, S.A. De C.V.",1400 MASL,El Salvador,2021,,,"Cocoa finish, Cocoa Powder, Lime","Chocolate , Mango , Orange Blossom , Peach , Sweet , Bittersweet Chocolate, Black Cherry, Black Tea, Brown Spice, Brown Sugar, Caramel, Caramelized, Cherry, Dry mango, Fruity, Good balance, Grapefruit, Herb-like, Lime, Minty, Orange, Pineapple, Roasted Almond, Solid body, Tea-like","Citric Acid, Crisp, Malic Acid, Passion Fruit, Pineapple",Natural,Pacamara,,,El Salvador
46,21,87.47,El Izotal,1353.06,$9.70,"$13,124.68","

Wataru & Co., Ltd.

","Aserradero Y Venta De Madera El Pinar, S.A. De C-.V.",1909 MASL,El Salvador,2021,,,"Caramel, Citric and sweet spice, Long finish, Milk Chocolate, Nutty, Red Apple, Vanilla","Red Apple , Tropical Fruit , Winey , Black Cherry, Black Tea, Blueberry, Boozy, Brown Sugar, Caramel, Cherry, Chocolate, Cinnamon candy, Dried Dates, Floral, Fruity, Long lasting, Mango, Maraschino cherry, Melon, Peach, Pineapple, Plum, Red Grape, Rose, Stone Fruit, Sweet, Sweet & Sugary, Umami","Citric Acid , Bright, Clear, Lemon & Lime, Passion Fruit, Peach, Pineapple, Plum, Stone Fruit, Tartaric",Natural,Pacamara,,,El Salvador
47,22,87.27,Siberia,514.26,$14.20,"$7,302.49","

COFFEE COUNTY

",Rafael Enrique Silva Hoff,1675 masl,El Salvador,2021,,,"Brown Sugar, Dark Chocolate, Dry fruits and sweet spice finished, Honey, Mandarin Orange","Floral , Chocolate , Orange , Peach , Apricot, Bittersweet Chocolate, Blackberry, Bourbon, Caramel, Casis, Cherry, Citrus Fruit, Concord Grape, Dark Chocolate, Fruity, Honey, Lemonade, Licorice-anise, Lively acidity, Plum, Prune, Red Grape, Star Fruit, Strawberry, Sweet herb","Citric Acid , Bright , Berry, Cherry, Dried Dates, Green Apple, Lemon & Lime, Passion Fruit, Star Fruit",Natural Anaerobic,Pacamara,,,El Salvador
48,23,87.23,San Carlos Dos,587.69,$13.10,"$7,698.74","

Wataru & Co., Ltd.

",Asoc.Coop.De Prod.Agrop.San Carlos Dos De R.L.,1425 MASL,El Salvador,2021,,,"Bittersweet Chocolate, Brown Sugar, Lively, Milk Chocolate","Apple , Apricot , Brown Sugar , Peach , Black Tea, Cacao Nibs, Chocolate, Citrus Fruit, Cocoa, Cocoa Powder, Complex acidity, Dried Fig, Floral, Golden Raisin, Green Apple, Hazelnut, Lime, Mandarin Orange, Molasses, Prune, Red Apple, Roasted Hazelnut, Stone Fruit, Strawberry, Sweet, Sweet spice","Citric Acid , Bright, Cherry, Clear, Lemon & Lime, Malic Acid, Passion Fruit, Red Grape",Natural,Pacamara,,,El Salvador
49,24,87.2,Plan Del Hoyo,1042.6,$11.20,"$11,677.12","

Kaffebrenneriet As

","Monserrate, S.A. De C.V.",1760 MASL,El Salvador,2021,,,"Chocolate, Juice, Milk Chocolate, Strawberry, Tea-like finish","Orange , Berry , Caramel , Apple, Apricot, Blackberry, Cherry, Chocolate, Citrus Fruit, Cream, Floral, Grape peel, Hazelnut, Herbs, Jucy, Lemon & Lime, Lime, Lime peel, Mandarin Orange, Molasses, Spiced plum, Stone Fruit, Sweet, Vanilla","Apple, Bright, Citric Acid, Gooseberry, Lime, Orange, Plum, Stone, Tartari",Honey,Kenya,,,El Salvador
50,1a,91.82,El Conacaste,264.6,$72.10,"$19,077.66","

Curve Specialty coffee Roastery

","Choucri, S.A. De C.V.","Min. 1,000 max 2,000 MASL",El Salvador,2022,,,"Juicy, bright, balanced, smooth silky tropcial fruits, Sweet, Floral, delicate, unique, exotic but balanced, clear, Perfume, Peach, Sweet, Floral, Exotic","Bergamott, sweet lemon tea,  floral, jasmine,papaya, Violet jam, Lavender, Prune, blueberries, Rose, tropical fruit, citrus, caramel, sugarcane, peach, vanilla, sugarcane, Lemon grass,  whitegrape, lychee, mango,nectarine,plum, sweet orange,  butter,red apple,  
Passion fruit,  Coffee blossom","bright, citric, malic, complex, pointed, structured, transparent, refined, structured, lemon lime",Natural,Gesha,,,El Salvador
51,1b,91.82,El Conacaste,221.1,$72.20,"$15,963.42","

Coffee Me Up (Korea), Mad Priest Coffee, Studio Caffeine, Coffee Therapy (Thailand)

","Choucri, S.A. De C.V.","Min. 1,000 max 2,000 MASL",El Salvador,2022,,,"Juicy, bright, balanced, smooth silky tropcial fruits, Sweet, Floral, delicate, unique, exotic but balanced, clear, Perfume, Peach, Sweet, Floral, Exotic","Bergamott, sweet lemon tea,  floral, jasmine,papaya, Violet jam, Lavender, Prune, blueberries, Rose, tropical fruit, citrus, caramel, sugarcane, peach, vanilla, sugarcane, Lemon grass,  whitegrape, lychee, mango,nectarine,plum, sweet orange,  butter,red apple,  
Passion fruit,  Coffee blossom","bright, citric, malic, complex, pointed, structured, transparent, refined, structured, lemon lime",Natural,Gesha,,,El Salvador
52,2a,90.36,Santa Rosa,264.6,$18.10,"$4,789.26","

Terarosa (Haksan Co. Ltd)

","J.Raul Rivera, S.A. De C.V.","1,550.00 meters",El Salvador,2022,,,"Clean, Citrus, Refined, Sweet, Transparent, Balanced, Bright, Clean, Floral, Lemon / lime, Sugar cane, Berries, Juicy","Black Cherry, cassis, black tea, Starburst,Jammy,rich, berries, cranberry, Lime, Red currant, Pineapple, citrus, peach, mango, floral, wine, fruit, sugarcane, vanilla, Lemon crispy, nectarine,cranberry, almond, molasses, Hibiscus, mango,  Honeycrisp apple, prune, apricot, kiwi, Nutmeg","Complex, sparkling, tartaric, transparent, refined, pointed, tartaric, malic, bright, green apple, Very clear citric",Natural Honey,Pacamara,,,El Salvador
53,2b,90.36,Santa Rosa,219.8,$16.80,"$3,692.64","

CAFFE PASCUCCI

","J.Raul Rivera, S.A. De C.V.","1,550.00 meters",El Salvador,2022,,,"Clean, Citrus, Refined, Sweet, Transparent, Balanced, Bright, Clean, Floral, Lemon / lime, Sugar cane, Berries, Juicy","Black Cherry, cassis, black tea, Starburst,Jammy,rich, berries, cranberry, Lime, Red currant, Pineapple, citrus, peach, mango, floral, wine, fruit, sugarcane, vanilla, Lemon crispy, nectarine,cranberry, almond, molasses, Hibiscus, mango,  Honeycrisp apple, prune, apricot, kiwi, Nutmeg","Complex, sparkling, tartaric, transparent, refined, pointed, tartaric, malic, bright, green apple, Very clear citric",Natural Honey,Pacamara,,,El Salvador
54,3a,90.23,Cueva De La Olla,431.1,$16.30,"$7,026.93",Saza Coffee,Jose Efrain Landaverde Flores,1250MSNM,El Salvador,2022,,,"Unique tropical flavors, Delicate but balanced, Sparkling, Sweet, Citrus, Peach, Floral, Complex & Balanced, Bright, Clean, Sweet, Stonefruit,  Milk chocolat, Clean, Butter, smooth and silky","Peach, apricot, Lemonade, soda, macadamia, stonefruit,lychee, floral, honey, tropical, melon, banana, vanilla,Sweet orange, Mixed berries,  dark chocolate, whitewine, Red Apple,plum, Cherry, orange and plum, caramel, sugarcane, floral, tropical fruit caramel, citrus, floral, white peach, yellow mango, strawberry,complex,champagne, brown sugar","citric, malic, bright, complex, crisp,  Elegant,  juicy-malic, Sparkling, citric-malic, citric, clear",Washed,Pacamara & Pacas,,,El Salvador
55,3b,90.23,Cueva De La Olla,431.1,$16.30,"$7,026.93",Orsir Coffee,Jose Efrain Landaverde Flores,1250MSNM,El Salvador,2022,,,"Unique tropical flavors, Delicate but balanced, Sparkling, Sweet, Citrus, Peach, Floral, Complex & Balanced, Bright, Clean, Sweet, Stonefruit,  Milk chocolat, Clean, Butter, smooth and silky","Peach, apricot, Lemonade, soda, macadamia, stonefruit,lychee, floral, honey, tropical, melon, banana, vanilla,Sweet orange, Mixed berries,  dark chocolate, whitewine, Red Apple,plum, Cherry, orange and plum, caramel, sugarcane, floral, tropical fruit caramel, citrus, floral, white peach, yellow mango, strawberry,complex,champagne, brown sugar","citric, malic, bright, complex, crisp,  Elegant,  juicy-malic, Sparkling, citric-malic, citric, clear",Washed,Pacamara & Pacas,,,El Salvador
56,4,"90,07",La Pacaya,646.4,$40.10,"$25,920.64",Saza Coffee,"Mav, S.A. De C.V.",,El Salvador,2022,,,"Bright, Balanced, Citrus, Clarity, Balanced, Citrus, Sweet, Sugar cane, Clean Lemon / lime, Floral, Sugar cane, Bright lemon, jasmin,  tropical fruits","Lemongrass, caramel, floral, apple,plum, red apple,  sugarcane, Honeysuckle,  floral, citrus, vanilla, fruit, stonefruit, floral, chamomile,papaya  Cherry,prune, Redcurrant, Raisin,winey-floral, lime, red berries, Nectarine, Juicy,Orange blossom, Orange jam,Peach, Caramel ,Strawaberry, Pinneappl,  hibiscus caramel, vanilla, peach, citrus, Lemon grass, Jasmine,Cranberry, cotton candy, pistachio, Spiced fruit, red grape","citric, malic-, complex, lemon-lime, tartaric, crisp, citric, bright, complex, Vibrant, complex, tartaric, lemon Malic, citric and clear,  lemon",Natural,Gesha,,,El Salvador
57,5,"89,95",Benasque,325.0,$65.30,"$21,222.50","

ONYX COFFEE LAB

","Exportadora Agricola Comercial, S.A. De C.V.","1,400 MASL",El Salvador,2022,,,"Caramel, Chocolate, Sweet, Spices, Floral, Sweet and savory, Good balance, Exotic Dynamic, Perfume, Sweet, Chocolate, Caramel, Citrus, Clarity, Lemon / lime, Transparent, complex & balanced","Dried mango, peach, floral, floral, fruit,rose-tea, vanilla, sugarcane, Ripe mango, guava, nectarine, tropical, Pineapple,Plum, Blackcurrant,  dark chocolate, ripe berries, Tropical fruits, stewed plum, golden raisin, peach, maple syrup, berries, milk chocolate, sugarcane, peach, mango, wine, complex, grape, orange, passion fruits, Floral, plum, nectarine, yuzuRasp,  hibiscus, Red flowers","Smooth & bright, citric, tartaric, pointed, Complex, lemongrass, clear, citric, malic, Bright tartaric, Cranberry,Vibrant",Natural,Kenya,,,El Salvador
58,6,"89,63",Peña Redonda,1354.2,$10.55,"$14,286.81","

Kaffebrenneriet As

",Carlos Mauricio Lemus Landaverde,1500  MSNM,El Salvador,2022,,,"Juicy lemon, bright and smooth, Creamy, Peach, Lemon / lime,  Transparent, Sugar cane, Tropical fruit, Butter, Exotic, Refined, +, Bright, Clean, Complex Acidity and good body, layered","milk chocolate, passion fruit, black tea, Apple,apricot,peach, lemon tea, Brown sugar, grape fruit,cherry, vanilla, Pineapple, nectarine, cranberry,passion fruit, orange,lemon,lime, hibiscus, red grape-mellowed to peach,plum, honey, Brown sugar, mango, dried fruits, dark cherry, sugarcane, fruity, floral, apple, yellow  pear, tangerine, vanilla, Pineapple, Muscat, greenapple Malt, guava,nectarine","lactic citric, Bright lemon citric, crisp, bright, complex, Lemon,  transparent, structured, citric, malic, complex, refined, citric, malic, Juicy",Honey,Pacamara,,,El Salvador
59,7,"89,48",La Esperanza,877.0,$8.30,"$7,279.10","

Sarutahiko Coffee Inc.

","Inversiones Santonano, S.A. De C.V.",,El Salvador,2022,,,"Chocolate, Creamy, Crisp and clean,effervescente, Floral Bright, Clean, Peach, Floral, Citrus, Sugar cane, Bright sweet and good body, delicate Sweet fruits, creamy and refined","Blueberry, strawberry, orange, bubblegum, grapes,  butter, toffee, yellow fruits, nectarine, pear, honey, floral, red apple, green mango, Berry, yellow peach, California Orange,Grapfruit, sugarcane, peach, Prune, stonefruit caramel, sugarcane, citrus, berry, floral,  black currant, sugarcane, red berries, Grape, Jasmin, tea like, Peach, rasin,vanilla, floral, lavender","tartaric,bright malic, complex, clear, bright, complex, Green apple, Complex citric",Natural Anaerobico,Bernardina,,,El Salvador
60,8,"89,13",Don Jaime,501.0,$9.40,"$4,709.40","

KAKALOVE CAFE

",Jaime Ricardo Guevara Chavez,1550-1600 MSNM,El Salvador,2022,,,"Balance and stable, Juicy complex, thick body with lot of fruits, Caramel, Chocolate, Refined, Transparent, smooth and bright","fruit, caramel,  juniper, lime fruit, citrus, cedar, Blacktea, Stone fruit, sweet lemon, Chocolate, Nougat, Orange blossom, Orange & Lime, Grapes & Prune, Plum, Apples, Black currat,  lychee, White wine,mango,apricot,cherry, brown suger, grape fruit, Green apple, Grape, nectarine,dried fruit,coconut, macadamia, caramel, purple fruits, cocoa,  sugarcane, spice, citrus, Pink Grapefruit","bright, citric, complex, bright, tartaric, Malic, delicate citric, clear citric, strawberry, Cranberry, Complex stone citric,",Natural,Gesha,,,El Salvador
61,9,"88,79",Las Duanas,286.0,$25.80,"$7,378.80","

Curve Specialty coffee Roastery

","J.Raul Rivera, S.A. De C.V.","1,650.00 meters",El Salvador,2022,,,"Juicy, lingers, Clear with dried fruits, transparent, citric acidity, thick body, floral and very sweet","Mango, fruit, floral, milk chocolate, nougat, cream, black currant, Blackberry, Winey,oak, Plum,raisin, milk chocolate, fruit, floral, spice, marshmellow, Winey,lychee,blueberry,dark chocolate, dark cherry, raspberry, molasses, dark chocolate,  Strawberry, dark chocolate, spice, deep, rich, round body, Chewy,black tea, Cherry,raspberry, Ripe Red fruits-apple, grape, plum, Yogurt,cherry,plum Raseberry,orange, cacao,wine","tartaric, juicy complex, bright malic, pointed, Raspberry, phosphcitric, crisp, structured, clear, ,lactic-citric",Natural,Pacamara,,,El Salvador
62,10,"88,68",La Libertad,648.7,$7.80,"$5,059.86","

Wataru & Co., Ltd.

",Petronilo Antonio Caceres Salguero,"1,750 MASL",El Salvador,2022,,,"Consistent, red berries, sweet, round, juicy and long aftertasre, coconut and vanilla, peach, grapes","Cherry, raspberry, red grapes, mango, Red cherry, hibiscus, lime,Brown sugar, orange, Apricot,peach, pear, red apple, grapefruits, Cranberry, whisky, milk chocolate, warm-tropical fruit, dark chocolate, caramel, berry jam , floral-, wine, Yogurt dried fruit, grape,lychee, caramel, floral, dark chocolate, geen apple,  Prunes","Complex citric, Bright Malic, red cherry, citric, tartaric, complex, structured,  acetic crisp, citric",Natural,Bourbon & Kenya,,,El Salvador
63,11,"88,57",Santa Juana,724.0,$11.60,"$8,398.40",Campos Coffee,Pacvil S. A. De C.V.,,El Salvador,2022,,,"Bright smooth, silky apricot, mango, delicate, fruit tea, Bright, Clean, Creamy, Refined, Sweet, Balanced,  Balanced, Clean, Sweet, Spice,clear and sweet, delicate mouthfeel, floral","caramel, tonic, cedar, Nougat, Orange blossom, Orange, Lime, Grapes, Prune, Plum, Apples, Blackcurrant, brown sugar,Red cherry, mango, cranberry,nectarine, mandarine, fruit, citrus, apple mango, chocolate, plum, dates, spiced plum, , red apple, Stone fruits, plum, sugarcane, spice, citrus, white flowers, gooseberry","Bright malic, citric, Green apple, tartaric, complex, Malic, transparent, refined, malic, tartaric",Natural,Bernardina,,,El Salvador
64,12,"88,48",La Laguna,825.0,$8.00,"$6,600.00","

TAKAMURA COFFEE ROASTERS And WAVY COFFEE ROASTERS by MARUKAI

",Gonzalo Antonio Ticas Reyes,1600    MSNM,El Salvador,2022,,,"Sweet and creamy, redifined, balanced, unique and smooth, mandrine, peach and molasses, citric acidity","dark chocolate, caramel, milk chocolate, citrus, spiced pear, floral, fruit, sugarcane juicy, Cherry, red currant, citrus, candy, lemon iced tea, Green apple, Muscat,milk chocolate, fruit, vanilla,  Prune, caramelo Orange, sweet rasin, Black cherry, red apple, floral, caramel, spiced floral, citrus, mango, vanilla, multi-dimensional, sugarcane, orange peel, sugarcane, melon, Brown sugar","structured, citric, tartaric, citric & malic, pointed and Complex,sparkling Raspberry,",Natural,Pacamara,,,El Salvador
65,13,88.46,Finca The Sugar Maples,851.0,$9.10,"$7,744.10","

GSC International Co., Ltd.

",Roxana Yamileth Zelaya Guardado,"1,650 MASL",El Salvador,2022,,,"Balanced, Transparent, Clean, Floral, Citrus, Bright, Milk chocolate , exotic, creamy body, floral and delicate, juicy finish, mixed berries","Red grape, raisin, chocolate, Prune,plum dark fruits, Lemon,orange, strawberry, Mandarin, Mango, Caramel, Honey, Dried fruit,orange, cranberry, apricot, sugarcane, vanilla, mango, savory, fruit, citrus, floral, spice, Rasberry-Floral, lime, jasmin, honeydark chocolate, dark chocolate, caramel, cedar, tobacco, citrus","Complex, Lemon, tartaric, citric, complex, Complex citric, malic, clear, malic, bright malic, structured, citric, malic, Grapefruits, crisp, malic, pointed, refined",Natural,Pacamara,,,El Salvador
66,14,88.43,Nejapa,438.2,$18.10,"$7,931.42","

Kyokuto Fadie Corporation

",Gloria Mercedes Rodriguez Fontan,"1,480 to 1,580 masl",El Salvador,2022,,,"Clarity, Clean, Floral, Balanced, Bright, jasmine flowers, Perfume, Elegant, Delicate, berries, complex and structured","spice, floral, caramel, sugarcane, redapple, cinamon, bergamot, Cream, lemon soda, peach, floral, fruit, Plum,citrus, very complex citrus, berries vanilla, molasses, Apple and grape juice, Honey, Prune, Raisin, jasmine, chocolate, honey, maple syrup, purple fruits, floral, plum, blackberry, cassis, tea like, Green apple, citrus, peach, floral, lemon honey tea, nougat, Cardamon","malic, citric, crisp, tartaric, bright, clear,complex",Natural,Elefante,,,El Salvador
67,15,88.34,Los Morales,766.0,$8.00,"$6,128.00","

Ryans Coffee Roasters. & Mayforest Inc.

",Henri Milton Morales Umaña,1800 MSNM,El Salvador,2022,,,"Balanced, Red berries Creamy, Clean, Peach,lemon bright Chocolate, Spice tea like, silky and round, redefined mouthfeel","Orange,red apple,  cranberry, caramel, vanilla, nougat, citrus, pineapple, consistance fruit, citrus, caramel, floral, fruit, peach, blackcurrant, vanilla, milk chocolate, Apple, grape, Choco-Creamy, citric, lemon Floral, butter, pineapple, honey, Spiced orange,brown sugar, Tea like, floral,peach, Mandarine,  tobacco, Fruit tea,Plum, Raisin","malic, lemon citric, malic, bright, complex, malic- complex, crisp,",Natural Anaerobico,Pacamara,,,El Salvador
68,16,88.27,Santa Fe,902.2,$6.20,"$5,593.64","

Wataru & Co., Ltd.

",Edith Aracely Rodriguez De Pineda,1850 MSNM,El Salvador,2022,,,"Transparent, Sweet, Sugar cane, Milkchocolate Balanced, Clean and smooth, well balancedCreamy, Chocolate, Sweet-, Bright, Caramel, Chocolate, Citrus, orange, DelicateCitrus, good balance, thick body, brown sugar","Brown sugar,orange,Butter caramel, red berries, chocolate, Stonefruits, milk chocolate, caramel, peach, floral,grapefruit,  citrus,  floral, orange, peach, sugarcane, green apple, citrus, Rose, peach, Grape, almond, cacao, strawberry, floral Nectarine, apricot,cranberry, Lemon, peach, caramel, molasses, Orange blossom, honey, tea, white peach,Green apples","citric, malic, clear, complex, refined, bright, crisp, Delicate citrus, stone citric, sweet lemons",Washed,Pacamara,,,El Salvador
69,17,88.23,El Mirador,840.9,$7.00,"$5,886.30","

KAKALOVE CAFE

","Zapotal, Sociedad Anonima De Capital Variable.",,El Salvador,2022,,,"Round and tea like, long ligering aftertaste, very juicy and sweet, creamy and transparent","Nougat, Orange blossom, peach, lychee, White wine, mango,apricot, red cherry, mango, cranberry ,nectarine,driedfruit, coconut,macadamia, dates, Spiced plum,  sugarcane, spice, citrus, white flowers, cocoa, grapes","malic, citric, tartaric, green apples, crisp, bright, complex stone, plesant acidity",Washed,Gesha,,,El Salvador
70,18,88.21,La Montañita,819.0,$7.40,"$6,060.60",YN Coffee,Antonio Aguilar Lemus,1400 MASL,El Salvador,2022,,,"Consistent with strong balance, Sweet, Transparent, Bright chocolat, mango, milky, silky, apricot butter, Bright, Clean","Tropical, sugarcane, berry, fruit, citrus, grape fruit, sweet orange, Raspberry, Tangerine fruit, milk chocolate, Honeycrsip, bright citrus,Chocolate, almond, peach, black tea, apple, green grape, apricot, Nut chocolate, green apple, floral, Orange blossom, Orange peel, Nectarine, Honey, Caramel, Mango, Apple, Butter, milky sweet, clean clear, balanced, herbal tea, honey","clear, complex, malic, tartaric, transparent, crisp,Crisp & malic, refined acidity",Natural,Pacamara,,,El Salvador
71,19,88.21,Las Ventanas,883.0,$7.10,"$6,269.30","

Wataru & Co., Ltd.

",Elisa Beatriz Aguilar Landaverde,1600 MASL,El Salvador,2022,,,"Citrus, Balanced, Milk chocolat, silky, Juicy, consistent, Caramel, Chocolate, Sweet,  plums and silky body","Grape fruit, rasin, milk chocolate,berry, mango, citrus, Red apple, blueberry, Lychee, sugarcane, peach, wine, vanilla, caramel, Prune,  raisin apple, maple syrup, Spiced orange, floral, Apricot, Chocolate,passion fruit, black tea, red currant, caramel, dried fruits, mango, mandarine, Orange crush, cola, effevesence, dark chocolate, caramel, vanilla, Dates, Plum, Blackberry","malic, citric, pointed, bright, crisp",Natural,Pacamara,,,El Salvador
72,20,88.13,Helvetia,555.4,$11.10,"$6,164.94","

Wataru for Voila Coffee

",Carmen Elena Calderon Sol De Escalon,,El Salvador,2022,,,"Balanced, Transparent, structured caramel, Floral, Clean, Sweet, Bright, Lemon / lime, Butter,  juicy, round body, caramel","Grape juicy, strawberry, milk chocolate, vanilla,  Prune, Rasisin, floral, chamomile, dried fruit aprico, tLemon lime, maple syrup,floral, Darkcherry,chocolate,grapefruit,mango,blueberry Deep complex stone fruit, cherry, plum,  cassis, hibiscus caramel,  stonefruit, Red apple, yogurt, Brown sugar,orange, cherry, Caramel milk, chocolate, peach, fruit, pipe tobacco, Blackberry, casis, cherry chocolate, creamy, Jammy","Citric clear, malic, complex, phospho-citric, clear, complex, bright, Brightclear, tartaric, citric",Natural,Bourbon,,,El Salvador
73,21,88.09,Los Milagros,886.8,$7.10,"$6,296.28","

Wataru & Co., Ltd.

",Serafin Escobar,1000 MSNM,El Salvador,2022,,,"Orange clean bright balanced coffee Clean, Clarity, Sugar cane,  redefined, juicy and intense flavor","citrus, fruit,  milk chocolate, caramel, Lemon,  lime, lavender, mint orange, papaya, milk chocolate, hazelnut cream, Floral, marmalade, Orange,peach,  nut chocolate, honeydew, citrus, red currant, honey, Sweet orange, apricot, floral, nectarine, spice, Pineapple,cedar vanilla, floral, smooth,  sweet caramel, honey Brown sugar,cherry, Grape,rasin, berry, chocolateberry,  citrus, Apple, Grape,  sugarcane, fruit, red plum, vanilla- sugarcane, fruit, citrus, mangosteen","bright, clear, citric, malic, complex, Grapes, complex and structured",Washed,Pacas & Pacamara,,,El Salvador
74,22,87.98,La Reforma,462.7,$6.70,"$3,100.09","

Wataru & Co., Ltd.

","El Borbollon, S.A. De C.V.","1,400 masl",El Salvador,2022,,,"Tea-like, Balanced, Notes black chocolat , Caramel, Chocolate, Sweet, Clean,  complext acidity, clarity, round mouthfeel","Prune,malt, watermelon, sugarcane, Green apple, Pineapple, Lemon, lime, Brown sugar, Stone fruit, Lime, red currant, berry, milk chocolate, vanilla, Cherry, dark chocolate, Clementines, blackberry,floral, hibiscus,  papaya, Pear, peach, grape, floral, honey,Caramel,cherry, Apricot, necatrine, dark chocolate, cookies, plum juice,  citrus-Redcurrant, Lime, Black tea","citric, malic,  Grape,strawberry, bright,sharp, Complex citric, Brightcitric, tartaric",Natural,Kenya Sl28,,,El Salvador
