Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
73,1a,90.36,El Paraxaj 2017,,$53.41/lb,"$20,469.38 ","Maruyama Coffee, Sugi Coffee Roasting, Sarutahiko Coffee, Difference Coffee Co.(UK)",Ana Lucia Meneses Hernandez,,Guatemala,2017,Chimaltenango,Acatenango,"Delicate, Juicy, Lingering, Long-lasting, Persistent, Smooth, Integrated, Well balanced, Clean, Transparent, Consistent, Creamy, Round, Silky.","Apricot, Floral, Fragrant, Fruit, Honey, Intense, Orange, Peach, Raspberry, Red wine, Sweet, Almond, Apricot, Berries, Black tea.","Bright, Complex, Fruit, Grapes, Lively, Orange, Refined, Soft, Tartaric.",Natural,Pacamara,,-,Guatemala
74,1b,90.36,El Paraxaj 2017,,$58.00/lb,"$19,180.02 ",Angel-in-us Coffee,Ana Lucia Meneses Hernandez,,Guatemala,2017,Chimaltenango,Acatenango,"Delicate, Juicy, Lingering, Long-lasting, Persistent, Smooth, Integrated, Well balanced, Clean, Transparent, Consistent, Creamy, Round, Silky.","Apricot, Floral, Fragrant, Fruit, Honey, Intense, Orange, Peach, Raspberry, Red wine, Sweet, Almond, Apricot, Berries, Black tea.","Bright, Complex, Fruit, Grapes, Lively, Orange, Refined, Soft, Tartaric.",Natural,Pacamara,,-,Guatemala
75,2a,90.19,El Injerto I 2017,,$50.10/lb,"$29,024.43 ",MOMOS COFFEE,Arturo de Jesus Aguirre Escobar,,Guatemala,2017,La Libertad,Huehuetenango,"Juicy, Lingering, Long-lasting, Well balanced, Clean, Transparent, Creamy, Mouth-expanding, Round, Silky, Smooth, Tea Like, Improved as it cools, Caramel, Honey, Juicy, Sweet","Almond, Apricot, Floral, Fragrant, Fruit, Jasmine, Orange, Peach, Sweet, Black tea, Caramel, Cherry, Chocolate, Cranberry, Green apple, Green tea, Honey, Jasmine, Lemon, Mandarine, Peach, Plum, Sweet, Tangerine, Vanilla.","Apple, Bright, Citric, Grapes, Mandarine, Orange, Red apple, Soft.",Washed,Gesha,,-,Guatemala
76,2b,90.19,El Injerto I 2017,,$50.70/lb,"$26,825.88 ","Maruyama Coffee, Toa Coffee, Sugi Coffee Roasting",Arturo de Jesus Aguirre Escobar,,Guatemala,2017,La Libertad,Huehuetenango,"Juicy, Lingering, Long-lasting, Well balanced, Clean, Transparent, Creamy, Mouth-expanding, Round, Silky, Smooth, Tea Like, Improved as it cools, Caramel, Honey, Juicy, Sweet","Almond, Apricot, Floral, Fragrant, Fruit, Jasmine, Orange, Peach, Sweet, Black tea, Caramel, Cherry, Chocolate, Cranberry, Green apple, Green tea, Honey, Jasmine, Lemon, Mandarine, Peach, Plum, Sweet, Tangerine, Va","Apple, Bright, Citric, Grapes, Mandarine, Orange, Red apple, Soft.",Washed,Gesha,,-,Guatemala
77,3,89.69,Las Macadamias 2017,,$37.27/lb,"$46,867.40 ",Sulalat Coffee Trading,Arturo Manuel Aguirre Saenz,,Guatemala,2017,La Libertad,Huehuetenango,"Juicy, Lingering, Long-lasting, Well balanced, Clean, Complete, Creamy, Dense, Mouth-expanding, Tea Like, Well structured, Faded as it cools, Improved as it cools, Caramel, Dark chocolate, Honey, Juicy, Sweet.","Almond, Brown sugar, Floral, Fruit, Honey, Nutty, Red wine, Berries, Black tea, Blackcurrant, Cherry, Chocolate, Cranberry, Grape fruit, Green apple, Jasmine, Lemon, Mandarine, Orange, Peach, Plum, Pulpy, Red wine, Soft, Strawberry, Vanilla, Watermelon.","Bright, Citric, Complex, Fruit, Intense, Lemon, Lively, Malic, Soft, Tartaric.",Natural,Gesha Malawi,,-,Guatemala
78,4,89.67,El Morito I 2017,,$27.20/lb,"$28,632.35 ",Kyokuto Fadie Corporation,Jose Roberto Monterroso Pineda,,Guatemala,2017,Jalapa,Mataquescuintla,"Juicy, Lingering, Long-lasting, Persistent, Smooth, Harmonious, Well balanced, Clean, Transparent, Buttery, Creamy, Dense, Mouth-expanding, Round, Sirupy, Smooth, Structured, Improved as it cools, Caramel, Chocolate, Dark chocolate, Honey, Sweet.","Aromatic, Berries, Buttery, Dark chocolate, Fruit, Grape fruit, Hibiscus, Intense, Nutty, Orange, Peach, Almond, Apricot, Bergamot, Black tea, Brown sugar, Caramel, Chocolate, Dark chocolate, Fig, Floral, Grape, Grape fruit, Green apple, Green tea, Honey, Intense, Jasmine, Lemon, Lychee, Mango, Nougat, Orange, Peach, Plum, Raspberry, Red wine, Rose, Stone fruit, Sweet.","Bright, Citric, Complex, Intense, Lively, Malic, Red apple, Refined, Tangy, Tartaric.",Washed,Pacamara,,-,Guatemala
79,5,89.42,San Guayaba 2017,,$20.20/lb,"$21,181.72 ","Linking Coffee Co., Ltd.",Juan Diego de la Cerda,,Guatemala,2017,Palencia,Guatemala,"Delicate, Juicy, Lingering, Long-lasting, Persistent, Well balanced, Clean, Creamy, Dense, Mouth-expanding, Round, Smooth, Structured.","Caramel, Dark chocolate, Floral, Fruit, Nutty, Red wine, Redcurrant, Sweet, Berries, Blueberry, Brown sugar, Caramel, Chocolate, Fig, Fruit, Grape fruit, Green apple, Honey, Mango, Melon, Orange, Peach, Plum, Raspberry, Red wine, Stone fruit, Sweet.","Apple, Bright, Citric, Complex, Fruit, Grapes, Lively, Orange, Red apple, Refined, Tartaric.",Washed,Pacamara,,-,Guatemala
80,6,88.75,Kalibus La Sierra 2017,,$25.35/lb,"$53,498.39 ","Linking Coffee Co., Ltd.",Pompeyo Castillo Cerezo,,Guatemala,2017,San Cristobal Acasaguastlán,El Progreso,"Juicy, Lingering, Long-lasting, Persistent, Well balanced, Clean, Complete, Creamy, Dense, Round, Smooth, Tea Like, Improved as it cools, Caramel, Honey, Juicy.","Almond, Caramel, Cinammon, Dark chocolate, Fruit, Green apple, Jasmine, Nutty, Sweet, Swiss chocolate, Vanilla, Almond, Berries, Brown.","Bright, Citric, Grapes, Lemon, Lively, Malic, Mandarine, Orange, Red apple, Refined.",Washed,Gesha,,-,Guatemala
81,7,88.47,Las Rosas 2017,,$20.30/lb,"$23,365.91 ",Brew92,Rolando Belarmino Villatoro Villatoro,770,Guatemala,2017,San Pedro Necta,Huehuetenango,"Juicy, Lingering, Persistent, Smooth, Integrated, Well balanced, Clean, Buttery, Complete, Creamy, Round, Silky, Sirupy, Smooth, Improved as it cools, Caramel, Dark chocolate, Honey, Juicy, Sweet.","Brown sugar, Caramel, Dark chocolate, Jasmine, Lemon, Peach, Sweet, Apricot, Bergamot, Brown sugar, Caramel, Fig, Floral, Green apple, Honey, Jasmine, Lemon, Malt, Mandarine, Peach, Plum, Red apple, Sweet, Vanilla.","Apple, Bright, Citric, Green apple, Lemon, Lively, Malic, Orange, Red apple, Refined, Tartaric.",Washed,Gesha,21,21,Guatemala
82,8,88.36,Santa Felisa 2017,,$44.72/lb,"$20,907.05 ",Campos Coffee,Ana Lucia Meneses Hernandez,,Guatemala,2017,Chimaltenango,Acatenango,"Juicy, Lingering, Long-lasting, Refined, Smooth, Harmonious, Well balanced, Clean, Complete, Creamy, Round, Silky, Smooth, Tea Like, Well structured, Improved as it cools, Caramel, Honey, Juicy, Sweet, Swiss chocolate.","Floral, Fragrant, Lemon, Orange, Peach, Rose, Sweet, Almond, Apricot, Berries, Black tea, Brown sugar, Butterscotch, Caramel, Cherry, Chocolate, Cinammon, Floral, Fruit, Grape, Honey, Jasmine, Mandarine, Pear, Plum, Red apple, Redcurrant, Rose, Soft, Sweet, Watermelon.","Bright, Citric, Complex, Green apple, Lively, Orange, Phosphoric, Red apple.",Natural,Gesha,,-,Guatemala
83,9,88,San Antonio de Esquipulas y…,,$11.00/lb,"$37,794.35 ",Latorre & Dutch Coffee Traders,Jorge Sergio Tulio Ovalle Alvarado,,Guatemala,2017,La Democracia,Huehetenango,"Juicy, Lingering, Long-lasting, Smooth, Harmonious, Well balanced, Clean, Buttery, Creamy, Round, Silky, Sirupy, Smooth, Caramel, Honey, Juicy, Sweet.","Brown sugar, Caramel, Dark chocolate, Fruit, Lemon, Nutty, Sweet, Almond, Bergamot, Berries, Black tea, Brown sugar, Butterscotch, Caramel, Cherry, Chocolate, Fruit, Green apple, Honey, Lemon, Orange, Peach, Redcurrant, Sweet.","Apple, Bright, Citric, Complex, Fruit, Grapes, Green apple, Malic, Red apple.",Washed,Caturra Catuai Bourbón,,-,Guatemala
84,10,87.97,La Soledad y Anexo 2017,,$15.10/lb,"$13,475.69 ","Pebble Coffee Co., Ltd.",Henio Raul Perez Melendez,1580,Guatemala,2017,Acatenango,Chimaltenango,"Juicy, Lingering, Long-lasting, Well balanced, Clean, Consistent, Dense, Mouth-expanding, Round, Smooth, Well structured, Improved as it cools.","Almond, Aromatic, Caramel, Dark chocolate, Floral, Fruit, Grape fruit, Lemon, Orange, Sweet, Apricot, Berries, Black tea, Brown sugar.","Bright, Citric, Grapes, Lemon, Lively, Malic, Orange, Soft.",Washed,Pacamara others,46.9,90.8,Guatemala
85,11,87.17,Isnul 2017,,$12.10/lb,"$14,123.72 ",Goundong coffee. Cuppers of korea,Guillermo Javier Perez Anzueto,1524,Guatemala,2017,La Democracia,Huehuetenango,"Lingering, Long-lasting, Smooth, Clean, Creamy, Dense, Mouth-expanding, Sirupy, Structured, Faded as it cools, Caramel, Chocolate, Honey, Juicy, Sweet.","Berries, Cinnamon, Floral, Fruit, Honey, Nutty, Red wine, Berries, Black Tea, Cherry, Chocolate, Dark Chocolate, Grape, Grape fruit.","Citric, Complex, Fruit, Grapes, Malic, Orange, Red Apple, Soft, Tangerine.",Washed,Pacamara,,140,Guatemala
86,12,87.11,El Morito II 2017,,$16.70/lb,"$17,613.32 ",Marubeni Foods,Jose Roberto Monterroso Pineda,,Guatemala,2017,Jalapa,Mataquescuintla,"Juicy, Long-lasting, Smooth, Clean, Buttery, Complete, Rough, Round, Smooth, Improved as it cools, Caramel, Chocolate, Honey, Juicy.","Brown sugar, Dark chocolate, Fruit, Raspberry, Red apple, Red wine, Almond, Black tea, Blueberry, Cacao Nib, Caramel, Chocolate, Dark.","Bright, Citric, Grapes, Green apple, Malic, Orange, Red apple, Tangerine.",Washed,Gesha,,-,Guatemala
87,13,87,Rio Dorado 2017,,$15.40/lb,"$15,227.06 ","Wataru & Co., Ltd.",Jose Roberto Monterroso Pineda,,Guatemala,2017,Jalapa,Mataquescuintla,"Dry, Long-lasting, Well balanced, Clean, Buttery, Creamy, Mouth-expanding, Round, Silky, Sirupy, Improved as it cools, Honey, Juicy, Sweet.","Brown sugar, Caramel, Fruit, Nutty, Almond, Caramel, Chocolate, Cinammon, Dark chocolate, Fig, Grape, Green apple, Lemon, Melon, Orange.","Bright, Citric, Complex, Lactic, Malic, Red apple, Tartaric.",Washed,Pacamara,,-,Guatemala
88,14,86.89,Rio Arriba 2017,,$12.17/lb,"$14,896.69 ","Time’s Club, Inc. , Coffee Libre",Juan Diego de la Cerda,,Guatemala,2017,Palencia,Guatemala,"Delicate, Lingering, Long-lasting, Persistent, Smooth, Clean, Creamy, Round, Tea Like, Well structured, Faded as it cools, Caramel, Chocolate, Honey, Juicy, Sweet.","Fruit, Nutty, Orange, Sweet, Tangerine, Berries, Brown sugar, Cacao Nib, Caramel, Cherry, Floral, Green apple, Green tea, Peach.","Bright, Citric, Malic, Red apple, Tangy.",Honey,Maracaturra,,-,Guatemala
89,15,86.86,La Bella 2017,,$10.30/lb,"$18,697.38 ","Linking Coffee Co., Ltd.",Teodoro Enrique Engelhardt Ortega,,Guatemala,2017,San Agustin Acasaguastlán,El Progreso,"Lingering, Smooth, Well balanced, Clean, Buttery, Complete, Dense, Mouth-expanding, Rough, Sirupy, Smooth, Caramel, Chocolate, Dark chocolate, Honey, Sweet.","Brown sugar, Buttery, Caramel, Fruit, Peach, Sweet, Blueberry, Butterscotch, Caramel, Cherry, Chocolate, Clove, Dark chocolate, Fruit, Green apple, Honey, Nougat, Orange, Plum, Prune, Sweet, Tangerine, Vanilla, Water Melon.","Bright, Citric, Green apple, Lactic, Lemon, Orange",Washed,Pacamara,,-,Guatemala
90,16,86.81,El Centro 2017,,$20.00/lb,"$26,002.00 ",Wataru for COFFEE FACTORY and AMAMERIA ESPRESSO,Inmer Abel Valladares Rodriguez,,Guatemala,2017,Monjas,Jalapa,"Persistent, Clean, Creamy, Dense, Round, Sirupy, Smooth, Tea Like, Improved as it cools, Chocolate, Honey, Juicy, Sweet.","Floral, Fruit, Nutty, Orange, Apricot, Berries, Black tea, Blackcurrant, Blueberry, Caramel, Chocolate, Grape fruit, Green apple, Green tea, Hibiscus, Honey, Jasmine, Malt, Mango, Orange, Peach, Peanut, Plum, Sweet, Tangerine.","Bright, Citric, Complex, Grapes, Green apple, Lemon, Lively.",Honey,Gesha,,-,Guatemala
91,17,86.67,La Esperanza 2017,,$9.90/lb,"$10,963.46 ","Wataru & Co., Ltd.",Pedro Villatoro Castillo,,Guatemala,2017,La Libertad,Huehuetenango,"Dry, Juicy, Long-lasting, Smooth, Well balanced, Clean, Creamy, Dense, Round, Structured, Tea Like, Faded as it cools, Improved as it cools, Caramel, Chocolate, Dark chocolate, Honey, Juicy, Sweet.","Almond, Caramel, Clove, Dark chocolate, Floral, Orange, Sweet, Vanilla, Black tea, Brown sugar, Chocolate, Dark chocolate, Green apple, Honey, Jasmine, Lemon, Mango, Melon, Orange, Plum.","Bright, Citric, Complex, Green apple, Malic, Red apple, Soft.",Washed,Caturra Bourbón,,-,Guatemala
92,18,86.64,La Florida 2017,,$8.90/lb,"$14,937.49 ",M.I. Coffee Corporation,Teodoro Enrique Engelhardt Ortega,,Guatemala,2017,El Progreso,San Cristobal Acasaguastlán,"Long-lasting, Smooth, Well balanced, Clean, Creamy, Round, Sirupy, Faded as it cools, Caramel, Dark chocolate, Honey, Juicy, Sweet, Swiss chocolate.","Caramel, Cinammon, Dark chocolate, Nutty, Sweet, Almond, Brown sugar, Butterscotch, Chocolate, Dark chocolate, Green apple.","Bright, Citric, Lactic, Malic, Red apple, Soft.",Washed,Villa Sarchi,,-,Guatemala
93,19,86.58,Lo de Morales 2017,,$13.10/lb,"$15,144.91 ",Kyokuto Fadie Corporation,Jose Roberto Monterroso Pineda,,Guatemala,2017,Jalapa,Mataquescuintla,"Juicy, Lingering, Long-lasting, Well balanced, Clean, Buttery, Creamy, Round, Smooth, Tea Like, Improved as it cools, Caramel, Chocolate ,Juicy, Sweet.","Brown sugar, Caramel, Sweet, Black tea, Brown sugar, Cacao Nib, Caramel, Chocolate, Cinammon, Dark chocolate, Grassy, Green apple, Honey, Malt, Melon, Orange, Plum, Red apple, Red wine, Sweet, Vanilla.","Apple, Bright, Citric, Fruit, Green apple, Malic, Red apple, Soft.",Washed,Pacamara,,-,Guatemala
94,20,86.56,San Antonio El Bosque 2017,,$9.30/lb,"$19,900.14 ","Wataru & Co., Ltd.",Mario Marinelli Perez,,Guatemala,2017,Santa Rosa,Santa Rosa de Lima,"Dry, Lingering, Long-lasting, Refined, Harmonious, Well balanced, Clean, Complete, Creamy, Dense, Round, Sirupy, Smooth, Improved as it.","Caramel, Fruit, Nutty, Almond, Apricot, Berries, Black tea, Brown sugar, Chocolate, Dark chocolate, Green apple, Honey, Lemon.","Apple, Bright, Citric, Fruit, Malic, Red apple.",Washed,Bourbón Pache,,-,Guatemala
95,21,86.56,Carmona 2017,,$10.10/lb,"$10,170.90 ","Linking Coffee Co., Ltd.",Maria del Socorro Ester Zelaya Aguirre,1783,Guatemala,2017,Antigua Guatemala,Sacatepequez,"Lingering, Long-lasting, Smooth, Clean, Creamy, Dense, Mouth-expanding, Round, Tea Like, Caramel, Chocolate, Dark chocolate, Sweet, Swiss chocolate.","Berries, Soft, Swiss chocolate, Almond, Black tea, Brown sugar, Caramel, Chocolate, Dark chocolate, Green apple, Lemon, Nougat, Orange, Plum, Red apple, Redcurrant, Vanilla.","Bright, Citric, Grapes, Green apple, Intense, Lemon, Orange, Tartaric.",Washed,Bourbón,125,715,Guatemala
96,22,86.5,Corral Viejo y Anexo 2017,,$10.20/lb,"$9,982.03 ",INEARTHCOFFEE,Antonio Colom Caballeros,,Guatemala,2017,Guatemala,Palencia,"Lingering, Long-lasting, Smooth, Clean, Buttery, Creamy, Mouth-expanding, Round, Silky, Faded as it cools, Improved as it cools, Caramel, Honey, Juicy, Sweet.","Blueberry, Buttery, Dark chocolate, Fruit, Honey, Sweet, Berries, Brown sugar, Caramel, Cherry, Chocolate, Floral, Grape fruit, Green apple, Orange, Plum, Red apple, Red wine, Swiss chocolate.","Citric, Grapes, Malic, Mandarine, Orange, Red apple, Soft.",Washed,Maracaturra,,-,Guatemala
97,23,86.39,El Socorro 2017,,$15.00/lb,"$14,892.45 ",Momos Coffee,Juan Diego de la Cerda,1540-1860 masl,Guatemala,2017,Palencia,Guatemala,"Delicate, Dry ,Juicy, Long-lasting, Smooth, Well balanced, Clean, Round, Silky, Smooth, Tea Like, Faded as it cools, Caramel, Chocolate, Honey, Juicy, Sweet.","Almond, Brown sugar, Buttery, Caramel, Honey, Jasmine, Nutty, Butterscotch, Dark chocolate, Floral, Green apple, Green tea, Jasmine, Malt.","Bright, Citric, Fruit, Lemon, Malic, Soft, Weak.",Washed,Typica,,750 hectares,Guatemala
98,24,86.33,Concepcion Pixcaya 2017,,$10.10/lb,"$10,150.40 ","Mercanta The Coffee Hunters, Origin Coffee Roasting South Africa, Knopes Artisan Torrefacteur Luxembourg, Artisan Coffee Roasters Scotland.",Manuel Guillermo Zaghi Miron,1875,Guatemala,2017,San Juan Sacatepequez,Guatemala,"Refined, Smooth, Well balanced, Clean, Consistent, Creamy, Silky, Smooth, Caramel, Honey, Juicy, Sweet, Swiss chocolate","Almond, Brown sugar, Caramel, Dark chocolate, Honey, Sweet, Black tea, Chocolate, Cinammon, Cranberry, Floral, Green apple, Honey, Jasmine, Malt, Orange, Plum, Sweet, Vanilla.","Apple, Bright, Citric, Intense, Malic, Orange, Red apple.",Washed,Bourbón,,180,Guatemala
99,25,86.28,El Tambor 2017,,$10.31/lb,"$27,383.26 ","Coffee Libre, DeepBlueLake, Mariage Coffee, Coffee Montage, Coffee Place, Tare Coffee Roasters & Coffee Thoth Roasters",Maria Floridalma Solano Figueroa,1722,Guatemala,2017,Palencia,Guatemala,"Dry, Juicy, Lingering, Long-lasting, Smooth, Clean, Buttery, Creamy, Dense, Mouth-expanding, Rough, Round, Sirupy, Caramel, Chocolate, Dark chocolate, Honey, Juicy.","Brown sugar, Buttery, Caramel, Floral, Fruit, Sweet, Almond, Berries, Black tea, Butterscotch, Chocolate, Dark chocolate, Green apple, Lemon, Orange, Peach, Plum, Stone fruit, Sweet.","Bright, Citric, Green apple, Orange, Red apple.",Washed,Pacamara Typica,,180,Guatemala
100,26,86.17,Bella Elizabeth 2017,,$9.90/lb,"$13,132.05 ","UCC Ueshima Coffee Co., Ltd.",Erwin Humberto Argueta Herrera,,Guatemala,2017,San Pedro Necta,Huehuetenango,"Dry, Lingering, Smooth, Well balanced, Clean, Creamy, Round, Silky, Smooth, Tea Like, Improved as it cools, Caramel, Honey, Juicy, Sweet.","Dark chocolate, Honey, Nutty, Sweet, Almond, Chocolate, Green apple, Green tea, Honey, Kiwi, Orange, Peach, Peanut, Stone fruit, Sweet.","Citric, Green apple, Malic, Red apple.",Washed,Caturra,,-,Guatemala
101,27,86.14,Alotepeque 2017,,$9.50/lb,"$18,131.51 ","Wataru & Co., Ltd.",Mario Jordan Duarte,,Guatemala,2017,Concepcion Las Minas,Chiquimula,"Delicate, Lingering, Smooth, Clean, Creamy, Dense, Light, Silky, Smooth, Faded as it cools, Caramel, Chocolate, Honey, Juicy.","Caramel, Dark chocolate, Nutty, Almond, Black tea, Brown sugar, Butterscotch, Chocolate, Floral, Green apple, Honey, Nougat, Orange, Red wine, Soft, Vanilla.","Bright, Citric, Complex, Mandarine, Orange, Phosphoric, Soft.",Washed,Pacamara,,-,Guatemala
102,28,86,La Tormenta 2017,,$9.10/lb,"$28,442.23 ","Linking Coffee Co., Ltd.",Maria del Carmen Vela Ruiz,,Guatemala,2017,El Progreso,San Agustin Acasaguastlán,"Juicy, Lingering, Smooth, Well balanced, Clean, Buttery, Creamy, Round, Sirupy, Tea Like, Faded as it cools, Improved as it cools, Caramel, Chocolate.","Almond, Brown sugar, Caramel, Dark chocolate, Fruit, Honey, Nutty, Berries, Butterscotch, Chocolate, Dark chocolate, Fig, Fruit.","Apple, Bright, Citric, Lemon, Malic.",Washed,Catimor Sarchimor,,-,Guatemala
103,1a,90.73,"La Reforma y Anexos – La Reforma y Asociados, S.A.",520.73,$55.60/lb,520.73,"$28,952.59 ","La Reforma y Asociados, S.A.",4592 - 5904,Guatemala,2018,Huehuetenango,Cuilco,"Juicy, clean, sweet, long lasting, transparent, complete, creamy, silky, caramel, honey","Floral, jasmine, chocolate, black tea, caramel, honey, stone fruit, apricot, melon, orange, vanilla, jasmine","Bright, citric, orange, complex, malic, tartaric, fruit, lemon",Washed,Gesha,,,Guatemala
104,1b,90.73,"La Reforma y Anexos – La Reforma y Asociados, S.A.",462.97,$60.00/lb,462.97,"$27,778.20 ","La Reforma y Asociados, S.A.",4592 - 5904,Guatemala,2018,Huehuetenango,Cuilco,"Juicy, clean, sweet, long lasting, transparent, complete, creamy, silky, caramel, honey","Floral, jasmine, chocolate, black tea, caramel, honey, stone fruit, apricot, melon, orange, vanilla, jasmine","Bright, citric, orange, complex, malic, tartaric, fruit, lemon",Washed,Gesha,,,Guatemala
105,2a,90.7,"El Zapote y Anexos – Perez Perez, Wilfrido Hernán",527.83,$24.20/lb,527.83,"$12,773.49 ","Perez Perez, Wilfrido Hernán",4900 - 6200,Guatemala,2018,Huehuetenango,Cuilco,"Long lasting, juicy, clean, sweet, improved as it cools, caramel","Caramel, mango, chocolate, jasmine, orange, plum, vanilla, floral, grapefruit, lemon, almond, brown sugar, chocolate","Citric, bright, grapes, lemon, malic, complex",Washed,Gesha,,,Guatemala
106,2b,90.7,"El Zapote y Anexos – Perez Perez, Wilfrido Hernán",462.97,$24.50/lb,462.97,"$11,342.77 ","Perez Perez, Wilfrido Hernán",4900 - 6200,Guatemala,2018,Huehuetenango,Cuilco,"Long lasting, juicy, clean, sweet, improved as it cools, caramel","Caramel, mango, chocolate, jasmine, orange, plum, vanilla, floral, grapefruit, lemon, almond, brown sugar, chocolate","Citric, bright, grapes, lemon, malic, complex",Washed,Gesha,,,Guatemala
107,3a,90.53,El Morito II – Monterroso Pineda José Roberto,462.97,$25.20/lb,462.97,"$11,666.84 ",Monterroso Pineda José Roberto,4600 - 6800,Guatemala,2018,Jalapa,Mataquescuintla,"Juicy, clean, creamy, honey, sweet, juicy, long lasting, chocolate, persistent","Peach, wine, berries, plum, chocolate, orange, honey, peach, caramel, cherry, cranberry, grapefruit, mandarin, mango, melon, plum, red apple","Complex, grapes, green apple, citric, effervescent, fruit, lively",Washed,Pacamara,,,Guatemala
108,3b,90.53,El Morito II – Monterroso Pineda José Roberto,448.72,$25.30/lb,448.72,"$11,352.87 ",Monterroso Pineda José Roberto,4600 - 6800,Guatemala,2018,Jalapa,Mataquescuintla,"Juicy, clean, creamy, honey, sweet, juicy, long lasting, chocolate, persistent","Peach, wine, berries, plum, chocolate, orange, honey, peach, caramel, cherry, cranberry, grapefruit, mandarin, mango, melon, plum, red apple","Complex, grapes, green apple, citric, effervescent, fruit, lively",Washed,Pacamara,,,Guatemala
109,4,89.97,"La Soledad y Anexo – Perez Melendez, Henio Raúl","1,367.03",$15.10/lb,"1,367.03","$20,642.15 ","Perez Melendez, Henio Raúl",4500 - 5500,Guatemala,2018,Chimaltenango,Acatenango,"Juicy, syrupy, honey, long lasting, refined, smooth, well balanced, clean, transparent, creamy","Floral, Honey, Apricot, Black tea, Jasmine, Chocolate, Lychee, Vanilla, Brown sugar, Orange, Stone fruit, , Caramel, Melon, Caramel, Grape, Grape fruit, Green apple, Green tea, Guava, Lime, Melon, Peach, Rose","Refined, complex, lively, malic, citric, lemon, bright, orange",Washed,Gesha,,,Guatemala
110,5,89.8,Rio Dorado – Monterroso Pineda José Roberto,916.76,$15.30/lb,916.76,"$14,026.43 ",Monterroso Pineda José Roberto,5500 - 6700,Guatemala,2018,Jalapa,Mataquescuintla,"Juicy, long lasting, creamy, syrupy, clean, juicy, sweet, dense","Strawberry, chocolate, mango, red wine, berries, apricot, dark chocolate, honey, peach, brown spice, caramel, cherry","Grapes, complex, lactic, citric, fruit, lively",Natural,Pacamara,,,Guatemala
111,6,89.67,El Morito I – Monterroso Pineda José Roberto,899.52,$16.01/lb,899.52,"$14,401.32 ",Monterroso Pineda José Roberto,4600 - 6800,Guatemala,2018,Jalapa,Mataquescuintla,"Juicy, clean, honey, sweet, well balanced, smooth, creamy, caramel","Chocolate, caramel, mandarin, brown sugar, honey, orange, peach, red apple, honey, floral, grapefruit, lemon, mango, molasses, plum, vanilla","Citric, malic, complex, intense, bright",Washed,Pacamara,,,Guatemala
112,7,89.27,"Plan de la Vega – Argueta Herrera, Erwin Humberto","1,064.82",$12.10/lb,"1,064.82","$12,884.32 ","Argueta Herrera, Erwin Humberto",4000 - 5000,Guatemala,2018,Huehuetenango,Unión Cantinil,"Honey, juicy, syrupy, sweet, clean, transparent, complete, silky, smooth, well balanced","Caramel, chocolate, orange, vanilla, apricot, brown sugar, chocolate, brown sugar, almond, floral, green tea, honey, mandarin, mango","Citric, apple, malic, mandarin, orange, bright, complex",Washed,Caturra,,,Guatemala
113,8,89.23,"Los Aguacatones – De La Peña Illescas, Rosa María",978.62,$12.10/lb,978.62,"$11,841.30 ","De La Peña Illescas, Rosa María",6200 - 6500,Guatemala,2018,Huehuetenango,Huehuetenango,"Honey, juicy, clean, round, structured, improved as it cools, well balanced","Honey, brown sugar, caramel, orange, apricot, melon, floral, molasses, nougat, peach, plum, red apple","Malic, citric, red apple, complex, grapes, intense, lemon",Washed,Caturra,,,Guatemala
114,9,88.87,"Villaure – Villatoro Castillo, Aurelio","1,270.69",$13.20/lb,"1,270.69","$16,773.11 ","Villatoro Castillo, Aurelio",4600 - 6100,Guatemala,2018,Huehuetenango,Cuilco,"Clean, juicy, well balanced, creamy, round, caramel, juicy, long lasting","Caramel, brown sugar, green apple, honey, chocolate, grape, orange, red apple, floral, plum, raspberry, vanilla","Citric, complex, grapes, mandarin, green apple, tartaric, effervescent",Washed,Pacamara,,,Guatemala
115,10,88.5,"El Socorro – Cercol, S.A.","1,029.33",$10.29/lb,"1,029.33","$10,591.81 ","Cercol, S.A.",5900 - 6570,Guatemala,2018,Guatemala,Palencia,"Juicy, clean, sweet, well balanced, creamy, chocolate, long lasting, smooth, dense, silky, structured, faded as it cools, caramel","Plum, caramel, honey, chocolate, orange, brown sugar, floral, vanilla, apricot, floral, grapefruit, red apple, berries","Orange, citric, grapes, lemon, malic, mandarin, refined",Washed,Pacamara,,,Guatemala
116,11,87.83,"Chualax – Agrocomercial Santa Felisa, S.A.",790,$21.99/lb,790,"$17,372.10 ","Agrocomercial Santa Felisa, S.A.",5800 - 6250,Guatemala,2018,Chimaltenango,Acatenango,"Clean, sweet, well balanced, honey, syrupy","Brown sugar, floral, caramel, orange, vanilla, melon, butterscotch, raisin",Malic,Natural,Gesha,,,Guatemala
117,12,87.8,"Los Cimientos – Morán Solares, Julio Roberto","1,275.76",$9.40/lb,"1,275.76","$11,992.14 ","Morán Solares, Julio Roberto",6200 - 6500,Guatemala,2018,Santa Rosa,Casillas,"Smooth, round, honey, juicy, creamy, syrupy, caramel, chocolate","Vanilla, caramel, brown sugar, chocolate, honey, grapefruit, orange, red wine, molasses","Malic, citric, mandarin, orange",Honey,Bourbón,,,Guatemala
