Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
61,11,88.75,La Palestina,1135.38,$8.21/lb,"$9,321.47","DALIAN INSIDE OUT TRADING CO.,LTD",Zobeida Alarcon Coronel,1750,Perú,2019,ANCASH,Cajamarca,"Honey suckle, rose, orange, peach, blueberry, red apple, malt, cooked bananas, boozy, chocolate, sugar cane, cherry, hibiscus, cheesecake",Juicy,"Improving as cooled, complex, elegant, silky",Washed,Bourbon Catimor Caturra,,,Perú
62,12,88.75,El Lechero,1027.35,$8.40/lb,"$8,629.74",Kyokuto Fadie Corporation,Idelio Ulises Nayra Armijor,1870,Perú,2019,EL HUABO,Cajamarca,"Brown sugar, toffee, cinnamon, nectarine, mandarin, grapefruit, floral, kumquat, red apple, peach, tangerine","Citric, fine, elegant, juicy, soft","Tangy, creamy body, smooth, well balanced",Washed,Bourbón Caturra Cauai,,,Perú
63,13,88.64,El Cedro,648.16,$11.40/lb,"$7,389.02",Camel Step Roasters,Nilson Silva Diaz,1650,Perú,2019,JUSIVA,Amazonas,"Inca berry, tangerine, cape gooseberry, caramel, black cherry, floral, bergamot, cocoa nibs, apple mint, grapefruit","Juicy, citric, tartaric","silky, creamy, round, crisp acidity",Washed,Gesha Typica,,,Perú
64,14,88.64,Las Orquideas,727.52,$11.80/lb,"$8,584.74",SUPREMO COFFEE,Amancio Zuñiga Aquino,1700,Perú,2019,Flor de Café - Santa Rosa T.,Huanuco,"Tropical fruits, mango, guava, meyer lemon, elderflower, mandarin, peach, jasmine, cocoa, licorice, apricot, pecan, sweet honey, guava,","Malic, bright, red apple acidity, vibrant","Round silky body, elegant, balanced",Washed,Bourbón Hybrid,,,Perú
65,15,88.63,La Perla,1176.39,$11.00/lb,"$12,940.29","Kyokuto Fadie Corporation &



Intelligentsia",Rafael Arevalo Apolinar,1950,Perú,2019,EL DIAMANTE,Cajamarca,"Lemon, red fruit, cherry, red currant, cocoa, mango, apricot, brown sugar, pomegranate, green grape","Malic, citric, juicy","Silky, well structured, balanced, round",Washed,Caturra,,,Perú
66,16,88.18,Oropeza,909.41,$8.70/lb,"$7,911.87",Brew92 Cafe & Roastery,Cruz Rodriguez Ortiz,1680,Perú,2019,Independencia,Junin,"Blueberry, green apple, grapes, dark cherry, blackberries, plum, lemon tea, dried red fruit","Malic, juicy, crisp","Well balanced, really clean, round",Washed,Bourbón Caturra Typica,,,Perú
67,17,88.14,Picorana,998.25,$8.30/lb,"$8,285.48","Groundwork Coffee, The Moustache Coffee Club, Noble Coffee, Intelligentsia Coffee, Amrita Certified Pure",Jose Cristian Lavan Guerreo,1650,Perú,2019,Ricardo Palama,Cajamarca,"Boysenberry, raspberry, blueberry, cane sugar, melon, mandarin, spices, star anise, grapefruit, molasses, apple","Juicy, crisp, citric, malic","Consistent, creamy, well balanced, well structured, soft",Washed,Caturra Gesha,,,Perú
68,18,87.72,El Progreso,766.33,$8.20/lb,"$6,283.91",ROAST Coffee,Agustin Cassa Ccoyo,2000,Perú,2019,HUAYNAPATA,Cusco,"Floral, bright, mandarin, caramel, passionfruit, Rainer cherry, lime, cocoa, cocoa nibs, molasses, fuji apple, green apple, jicama","Citric, malic","Juicy, smooth, green tea, herbal aftertaste, good clarity, consistent",Washed,Bourbon,,,Perú
69,19,87.58,La Fila,1404.12,$8.00/lb,"$11,232.96",Nagahama Coffee Inc.,Evaristo Castro Tantalean,1700,Perú,2019,CAS. SANTO TOMAS,Cajamarca,"Jasmine, raisin, blackberry, caraway seed, vanilla, green apple, bergamot, mango, molasses, plum, chocolate, maple syrup, caramel","citric, malic","Creamy, silky body, honey sweet, elegant, well balanced",Washed,Caturra,,,Perú
70,20,87.36,Altos Cedruyoc,750.01,$7.81/lb,"$5,857.58","Wataru & Co., Ltd.",Juan Jose Huillca Singuña,1800,Perú,2019,CP QUEBRADA,Cusco,"Mandarin, orange peel, cedar, mulling spices, molasses, toffee, nutmeg, caramel, peach, mint, dried pear","Citrus, malic, bright, lime","Creamy, nougat, well structured, well balanced",Washed,Bourbon,,,Perú
71,21,87.33,Parcela Cenfrocafe- Huabal,988.55,$7.85/lb,"$7,760.12","Wataru & Co., Ltd.",Jose Martin Vega Segovia,1750,Perú,2019,BERLIN,Cajamarca,"Brown sugar, molasses, golden pineapple, caramelized almonds, yellow mango, prune, dried fruit, raisin, cocoa nibs, winey, black cherry","Phosphoric acidity, sparking acidity","Juicy, round, soft, silky",Honey,,,,Perú
72,1a,90.0,Esperanza,442.85,$51.10,"$22,629.64",Latorre & Dutch Coffee (China) for June’s Garden Coffee / Cut Hand Group / OAS Roaster / MANNER COFFEE (China) / Fisher Coffee / KOLAKOLA COFFEE,Hilda Leguia Gonzales,1848,Perú,2020,La Convencion,Cusco,"Complex, Creamy, Floral, High acidity, Lingering, Peach jam, Round, Silky, Thickness","Citric Floral (7), Grape (3), Honey (3), Juicy (3), Chocolate (2), Creamy (2), Jasmine (2), Lemon & Lime (2), Lime (2), Mango (2), Melon (2), Milk Chocolate (2), Muscat (2), Orange (2), Strawberry (2), Apple, Apricot, Black Cherry, Black Currant, Black Tea, Blackberry, Butter, Citrus, Cocoa, Cream, Fruity, Grassy, Hibiscus, Jammy, Lemongrass, Liquorice, Lychee, Mandarin Orange, Molasses, Peach, Pear, Pomelo, Powdery, Red Currant, Roasted Hazelnut, Rose Hips, Salted lemon, Savory, Stone Fruit, Sweet & Sugary, Tomato, Tropical Fruit, WatermelonAcid (4), Tartaric Acid (2), Bright, Complex, Lively, Malic Acid, Pungent, Refine, Sweet, Tart, Tartaric acid, Vibrant","Citric Acid (4), Tartaric Acid (2), Bright, Complex, Lively, Malic Acid, Pungent, Refine, Sweet, Tart, Tartaric acid, Vibrant",Washed,50% Gesha / 50% SL-09,,.73 ha,Perú
73,1b,90.0,Esperanza,396.9,$50.70,"$20,122.83","Time’s Club.INC, Coffee Libre, EL CAFE coffee roasters, Coffee Montage",Hilda Leguia Gonzales,1848,Perú,2020,La Convencion,Cusco,"Complex, Creamy, Floral, High acidity, Lingering, Peach jam, Round, Silky, Thickness","Floral (7), Grape (3), Honey (3), Juicy (3), Chocolate (2), Creamy (2), Jasmine (2), Lemon & Lime (2), Lime (2), Mango (2), Melon (2), Milk Chocolate (2), Muscat (2), Orange (2), Strawberry (2), Apple, Apricot, Black Cherry, Black Currant, Black Tea, Blackberry, Butter, Citrus, Cocoa, Cream, Fruity, Grassy, Hibiscus, Jammy, Lemongrass, Liquorice, Lychee, Mandarin Orange, Molasses, Peach, Pear, Pomelo, Powdery, Red Currant, Roasted Hazelnut, Rose Hips, Salted lemon, Savory, Stone Fruit, Sweet & Sugary, Tomato, Tropical Fruit, WatermelonCitric Acid (4), Tartaric Acid (2), Bright, Complex, Lively, Malic Acid, Pungent, Refine, Sweet, Tart, Tartaric acid, Vibrant","Citric Acid (4), Tartaric Acid (2), Bright, Complex, Lively, Malic Acid, Pungent, Refine, Sweet, Tart, Tartaric acid, Vibrant",Washed,50% Gesha / 50% SL-09,,.73 ha,Perú
74,2,89.58,Caminos El Inca,482.34,$28.70,"$13,843.16","Vela Ethan International Co.,Ltd",Edwar Toro Goicochea,1750,Perú,2020,Jaen,Cajamarca,"Coating, Complex, Complex tropical, Fruity aroma, Intense and dynamic, Smooth, Velvety","Strawberry (4), Winey (4), Cherry (3), Chocolate (3), Pineapple (3), Apricot (2), Blueberry (2), Jam (2), Molasses (2), Passion Fruit (2), Tropical Fruit (2), Anise, Apple, Banana, Berry jam, Black Cherry, Black Currant, Brown Sugar, Bubble gum, Caramel, Cashew, Cocoa, Cream, Dragon fruit, Dried Dates, Floral, Grape, Herb-like, Jackfruit, Juicy, Kiwi, Lime, Low passionfruit, Macadamia, Maple Syrup, Persimmon, Plum, Process Heavy, Process forward, Prune, Red Apple, Red Currant, Red wine, ripe strawberry, Slight strawberry jam, Slight winey, Strawberry bubble gumCitrus (2), Malic Acid (2), Soft (2), Tropical Fruit (2), Acetic Acid, Lactic Acid, Lemon, Lime, Passion Fruit, Pineapple, Tartaric acid, Winey","Citrus (2), Malic Acid (2), Soft (2), Tropical Fruit (2), Acetic Acid, Lactic Acid, Lemon, Lime, Passion Fruit, Pineapple, Tartaric acid, WineyCoating, Complex, Complex tropical, Fruity aroma, Intense and dynamic, Smooth, Velvety",Washed,Caturra/Catuay,,1 ha,Perú
75,3,88.96,El Laurel,683.44,$17.10,"$11,686.82",CAFFE PASCUCCI,Jhonner Jhasson Chinguel Morales,1800,Perú,2020,San Ignacio,Cajamarca,"Silky (2), Black Tea, Elegant, Juicy, Juicy mouthfeel, Lingering, Rich coffee, Ripe cherry, Round","Jasmine (4), Peach (4), Brown Sugar (3), Floral (3), Blueberry (2), Green Apple (2), Honey (2), Lemon (2), Raisin (2), Sugar Cane (2), Almond, Apple, Bergamot, Berry, Black Tea, Blackberry, Bran flakes, Chocolate, Citrus, Citrus Fruit, Creamy, Crisp, Dried Fruit, Forrest berries, Good bite, Grape, Herb-like, Hibiscus, Hoppy, Juicy, Lime, Lychee, Malt, Mandarin Orange, Mango, Milk Chocolate, Molasses, Muscat, Nice acidity, Nutty, Orange Blossom, Pear, Pineapple, Prune, Raspberry, Stewed Apple, Strawberry, Sweet citric, Tangerine, Tropical Fruit, Vanilla, Walnut, White Grape","Malic Acid (4), Citric Acid (3), Citrus, Complex, Grapefruit, Lactic Acid, Lime, Multi dimensional, Tart, Tartaric acid",Washed,Bourbon/Catura,,1 ha,Perú
76,4,88.92,La Esperanza,583.51,$17.50,"$10,211.43",Falcon Coffees,Fidel Huancas Huancas,1840,Perú,2020,San Ignacio,Cajamarca,"Juicy, Smooth mouthfeel, Sweet aftertaste","Floral (3), Lemon (3), Peach (3), Black Currant (2), Black Tea (2), Blackberry (2), Citrus Fruit (2), Mango (2), Nutty (2), Apple, Apricot, Apricot with low ripeness, Ascetic, Berry, Blueberry, Brown Sugar, Caramel, Chocolate, Dark Chocolate, Dark fruits, Fruity, Grapefruit, Grassy, Honey, Improves as it Cools, Jasmine, Leafy Greens, Lime, Mandarin Orange, Mandarin, Melon, Nectarine, Olive, Orange, Panela, Pineapple, Praline, Raspberry, Red Apple, Red Currant, Savory, Smoothie, Star Fruit, Sugar Cane, Sweet, Sweet & Sugary, Tangerine, Toffee, White Grape, Yoghurt","Malic Acid (4), Bright (3), Complex (2), Apricot, Citric Acid, Citrus, Multiple fruit acid, Soft, Tangy, Vibrant",Washed,Caturra Amarillo,,1.5 ha,Perú
77,5,88.88,Bella Siempre Viva,630.87,$23.10,"$14,573.10",Campos Coffee,Norman Choque Ccuno,1640,Perú,2020,Sandia,Puno,"Bakers Chocolate, Green tea finish, Juicy, Lingering, Roots","Floral (3), Jasmine (3), Orange (3), Cinnamon (2), Milk Chocolate (2), Stone Fruit (2), Almond, Apricot, Brown Spice, Candy, Cantaloupe, Chocolate, Citrus, Cream, Dried Fruit, Earl grey Tea, Fruity, Grape, Green Apple, Green Tea, Herb-like, Honey, Kiwi, Lemon, Lemon & Lime, Lychee, Mandarin Orange, Matcha, Molasses, Oolong tea, Passion Fruit, Peach, Plum, Praline, Prune, Refined, Smooth, Sweet, Sweet & Sugary, Watermelon","Malic Acid (3), Citric Acid (2), Complex (2), Bright, Bright acidity, Citrus, Lemon, Lively, Melon, Tartaric Acid, Vibrant",Washed,Red Bourbon,,2 ha,Perú
78,6,88.77,Agua Dulce,843.85,$16.10,"$13,585.99",Kyokuto Fadie Corporation,Hernan Rodas Guerrero,2080,Perú,2020,Jaen,Cajamarca,"Coating, Creamy, Exotic, Fruity, Lychee, Milk Chocolate, Multi dimensional, Rich, Tropical Fruit","Dark Chocolate (3), Chocolate (2), Green Apple (2), Mango (2), Peach (2), Tangerine (2), Tropical Fruit (2), Alcohol, Apple, Berry, Black Currant, Black Tea, Blackberry, Brown Sugar, Brown sugar, Butterscotch, Caramel, Cherry, Citrus, Cocoa, Complex, Floral, Grape, Grapefruit, Hazelnut, Herb-like, Jasmine, Leathery, Lychee, Mandarin Orange, Maple Syrup, Melon, Mild tropical fruit, Orange, Orange Blossom, Passion Fruit, Plum, Prune, Raisin, Raspberry, Red Currant, Savory, Some raisin, Sugar Cane, Sweet, White Grape, Yogurt","Malic Acid (3), Citrus (2), Bright, Citric Acid, Floral, Forceful, Grapefruit, Green Grape, Kiwi, Lactic Acid, Prune, Tartaric acid",Washed,Catuai / Caturra,,1 ha,Perú
79,7,88.77,O´Sopen,549.46,$16.00,"$8,791.36","Japan Roasters’ Network, Harrods",Gino Sadler Marin Ciriaco,1750,Perú,2020,Oxapampa,Pasco,"Floral (6), Peach (4), Jasmine (3), Lemon (3), Brown Sugar (2), Cinnamon (2), Citrus (2), Honey (2), Mandarin Orange (2), Muscat (2), Nut (2), Raspberry (2), Apricot, Bergamot, Black Tea, Brown Spice, Caramel, Caramelized, Cherry, Chocolate, Clean, Concord Grape, Dates, Dried Fruit, Earl gray, Fruity, Grape, Herbal, Juicy, Lemon & Lime, Low ripeness, Lychee, Mild, Oatcakes, Passion Fruit, Pear, Prune, Red Apple, Red Grape, Salted butter, Spicy, Stone Fruit, Strawberry, Sweet, Toffee, Vanilla, White Grape","Citric Acid (4), Malic Acid (4), Tartaric Acid (3), Apricot, Grapefruit, Lime, Soft, Structured, Sweet citric","Crisp, Fades, Green Grape, Green Tea, Herb-like, Juicy, Long sweet aftertaste, Quick finish, Savory cup, White peach",Washed,Gesha,,1.2 ha,Perú
80,8,88.73,La Palma,835.96,$26.00,"$21,734.96",Falcon Coffees,Eli Espinoza Soberon,1845,Perú,2020,Jaen,Cajamarca,"Brown Sugar, Jammy, Juicy, Lingering, Refined, Round mouthfeel, Strawberry, Yogurt","Cherry (4), Honey (3), Melon (3), Apple (2), Apricot (2), Berry (2), Brown Spice (2), Caramel (2), Chocolate (2), Jasmine (2), Juicy (2), Lychee (2), Mandarin Orange (2), Passion Fruit (2), Berry cake, Berry yogurt, Black Tea, Brown Sugar, Cheesecake, Citric Acid, Cooled bright, Cream, Delicate, Dried berry, Dried Fruit, Fig, Floral, Frangipane, Graham Cracker, Grape, Herb-like, Honeydew, Jam, Jasmine Honeysuckle, Lemon, Lime, Mango, Milk Chocolate, Mint, Molasses, Panela, Peach, Pine nut, Pomegranate, Raisin, Raisins, Raspberry, Red Apple, Rounded, Spiced pudding, Strawberry, Sweet & Sugary, Tamarind, Tropical Fruit, Vanilla, Watermelon, White Grape","Bright (2), Complex (2), Citrus, Delicate, Fragile, Lactic, Malic Acid, Tartaric Acid, Tropical Fruit, Vibrant",Natural,Caturra / Bourbon,,3 ha,Perú
81,9,88.58,Buena Vista,626.51,$16.30,"$10,212.11",SkyTop Coffee & Noble Coffee,Valerio Almanza Ccahua,1970,Perú,2020,La Convencion,Cusco,"Coating, Cooled thin, Improves, Light spearmint","Cinnamon (3), Dried Fruit (3), Floral (2), Green Tea (2), Muscat (2), Almond, Apple, Bergamot, Black Cherry, Black Currant, Black Pepper, Black Tea, Brown Spice, Caramel, Cherry, Cocoa, Cocoa Powder, Cola, Crispy, Dried Dates, Earl grey Tea, Green Grape, Herb-like, Jammy, Jasmine, Juicy, Kiwi, Leafy Greens, Lime, Lychee, Mandarin Orange, Maple Syrup, Melon, Molasses, Moreish, Muddled, Nut, Orange, Peach, Plum, Red Apple, Red Currant, Red fruit, Red Grape, Sugar Cane, Sweet, Sweet Aromatics, Tangy, Vanilla","Citric Acid (3), Malic Acid (3), Tartaric Acid (3), Apricot, Complex, Grapefruit, Juicy, Lemon & Lime, Lemon peel, Structured, Tangy, Tartaric acid",Washed,SL-09,,.75 ha,Perú
82,10,88.58,Nueva Alianza,700.62,$29.40,"$20,598.23","Vela Ethan International Co.,Ltd",Dwight Aguilar Masias,1880,Perú,2020,Santa Teresa,Cusco,"Improves as it Cools (2), Aroma of lychee, Citrus, Creamy, Floral, Floral aroma, Grapefruit, Grassy in one cup, Lingering, Sharp, Silky, Winey finish","Floral (6), Jasmine (4), Black Tea (2), Brown Sugar (2), Fruity (2), Honey (2), Lychee (2), Mint (2), Orange (2), Stone Fruit (2), White Grape (2), Almond, Apricot, Baked citrus, Baked orange, Bergamot, Berry, Blackberry, Bright, Caramel candies, Cereal-like, Chocolate, Cinnamon, Coffee Blossom, Dried Fruit, Elegant, Florals, Grapefruit, Herb-like, Jasmine Honeysuckle, Juicy, Lemon, Lemon & Lime, Lemongrass, Mango, Marshmallow, Milk Chocolate, Muscat, Melon, Nut, Oats, Peach, Pear, Raspberry, Simple syrup, Sweet & Sugary, White tea, White wine","Citric Acid (3), Citrus (2), Complex (2), Lemon & Lime (2), Bright, Fruity, Juicy, Malic Acid, Tartaric Acid",Washed,Gesha,,2 ha,Perú
83,11,88.54,El Rejo,859.95,$12.70,"$10,921.37","Wataru & Co., Ltd.",Jose Enrique Rivera Vega,1750,Perú,2020,,Cajamarca,"Clean aftertaste, Coating, Complex cup, Kept increasing as cooled, Smooth mouthfeel, Syrupy, Tangerine","Floral (4), Black Tea (3), Herb-like (3), Apricot (2), Bergamot (2), Black Currant (2), Blackberry (2), Brown Spice (2), Cherry (2), Dark Chocolate (2), Jasmine (2), Lemon (2), Lime (2), Orange (2), Almond, Anise, Apple, Bittersweet Chocolate, Black Cherry, Caramel, Cheerios, Citrus, Citrus Fruit, Complex, Complex, Grapefruit, Green Apple, Green Tea, Jasmine Honeysuckle, Lychee, Mandarin Orange, Maple Syrup, Nut skin, Oolong, Orange Blossom, Pear, Plum, Potpourri, Red Currant, Sweet, Yellow plum","Malic Acid (3), Tartaric Acid (3), Citric Acid (2), Apple, Apricot, Bright, Butyric Acid, Structured, Tangerine, Tartaric",Washed,Bourbon,,1.5 ha,Perú
84,12,88.38,Esmeralda,1212.9,$10.60,"$12,856.74","YING FUNG, SWEET HOME COFFEE , Orca Spin Cafe, LAVA COFFEE ROASTERS (TAIWAN)",Fabian Ortiz Coaquira,1600,Perú,2020,Satipo,Junin,"Cedar as it cooled, Clean, Excellence, Fades, Juicy, Menthol, Mouth Drying, Sweet & Sugary","Floral (6), Jasmine (4), Orange (3), Caramel (2), Green Apple (2), Lemon & Lime (2), Muscat (2), Nut (2), Peach (2), Watermelon (2), Bright, Brown Sugar, Cane sugar, Caramelized, Cherry, Cinnamon, Cinnamon, Cocoa Powder, Delicate, Dried Dates, Dried Fig, Dried Fruit, Dry finish, Fruity, Gentle, Grain & Cereal, Grapefruit, Hazelnut, Herb-like, Honey, Jasmine Honeysuckle, Juicy, Lactic, Lemon tea, Lemongrass, Magnolia, Malt, Milk Chocolate, Mint, Oat, Plum, Raisin, Rosewater, Sweet, White Grape","Citric Acid (3), Malic Acid (2), Apricot, Bright, Citrus Fruit, Complex, Flat, Green Apple, Pithy, Simple, Tart",Washed,Caturra/Gesha,,3 ha,Perú
85,13,88.19,Nuevo Progreso,661.5,$17.00,"$11,245.50",Single O & Intelligentsia,Lucio Luque Vasquez,2122,Perú,2020,La Convencion,Cusco,"Apricot, Brown Sugar, Hazelnut, Lingering, Peach, Smooth, Sparkling","Berry (3), Floral (3), Lemon (3), Lime (2), Mandarin Orange (2), Orange (2), Apple, Black Cherry, Black Tea, Brown Sugar, Candy, Caramel, Celery, Chocolate, Citrus, Cocoa, Complex, Dark Chocolate, Dried Fruit, Fruity, Grape, Green Apple, Green Grape, Green Tea, Herb-like, Herby, Hint of lychee, Jasmine, Juicy, Maple Syrup, Molasses Syrup, Oregano, Panela, Peach, Plum, Process forward, Raspberry, Red Currant, Rich, Savory, Strawberry, Sugar Cane, Sweet & Sugary, Syrupy, vanilla custard","Malic Acid (3), Citric Acid (2), Complex (2), Lemon, Mandarin Orange, Multiple fruit acid, Raisin, Refine, Tartaric acid",Washed,SL-09,,1 ha,Perú
86,14,87.81,Progreso,648.56,$11.10,"$7,199.02",COFFEE COUNTY,Agustin Ccasa Ccoyo,2050,Perú,2020,Calca,Cusco,"Creamy, Syrupy","Orange (5), Apple (2), Black Currant (2), Floral (2), Green Apple (2), Lemon (2), Lime (2), Apples, Black Cherry, Black Tea, Brown Sugar, Cane sugar, Caramel, Cherry, Citrus, Clean, Cranberry, Dark Chocolate, Dried prune, Green Grape, Hazelnut, Herb-like, Hint blackcurrant, Honey, Jasmine Honeysuckle, Juicy, Kiwi, Leafy Greens, Long aftertaste, Low intensity, Mandarin Orange, Mango, Mild, Milk Chocolate, Mint, Nut bar, Pineapple, Plum, Quinic, Red Apple, Ripe, Simple, Soft, Sugar Cane, Sweet & Sugary, Syrupy, Tangerine, Tartaric Acid, Toffee, Tropical Fruit, Winey","Citric Acid (4), Malic Acid (3), Juicy (2), Bright, Complex, Grapefruit, Lemon & Lime, Orange, Tartaric Acid",Washed,Bourbon,,4 ha,Perú
87,15,87.81,Belen,593.74,$11.10,"$6,590.51","Wataru & Co., Ltd.",Florencio Navarro Huailla,2280,Perú,2020,La Convencion,Cusco,"Creamy, Crisp clean, Dark Chocolate, Raisin, Raw nut aftertaste, Round mouthfeel, Slight winey, Smooth mouthfeel","Chocolate (6), Brown Spice (2), Caramel (2), Dark Chocolate (2), Herb-like (2), Mint (2), Plum (2), Almond, Berry pie, Bittersweet Chocolate, Blackberry, Blueberry, Body/Fullness, Cherry, Cigar hint, Citrus, Citrus Fruit, Cocoa, Cranberry, Floral, Good balance, Gooseberry, Lemon, Lemon & Lime, Lime, Mandarin Orange, Milk Chocolate, Moreish, Muscat, Muscovado Sugar, Overripe grape, Papaya, Phosphoric, Raisin, Red Currant, Red Grape, Roasted Hazelnut, Rounded, Sage, Savory, Simple, Smoky, Sugar Cane, Sugar Syrup Sweetness, Sweet, Sweet & Sugary","Citric Acid (2), Citrus (2), Delicate, Grapefruit, Lemon & Lime, Malic Acid, Structured, Sweet, Tartaric Acid",Washed,Bourbon,,.5 ha,Perú
88,16,87.65,Eucalipto-Pata,571.65,$11.20,"$6,402.48",Nagahama Coffee Inc.,Edwin Tello Huachohuillca,2132,Perú,2020,La Convención,Cusco,"Milk Chocolate (4), Stone Fruit (3), Berry (2), Brown Sugar (2), Caramel (2), Chocolate (2), Citrus (2), Lime (2), Nut (2), Orange (2), Raspberry (2), Strawberry (2), Bittersweet Chocolate, Black Tea, Blueberry, Candy, Flat, Floral, Fruit and nut bar, Green Apple, Herb-like, Hint of muscat, Honey, Jasmine, Juicy, Lemon, Mandarin Orange, Melon, Passion Fruit, Pear, Pomegranate, Process, Red Currant, Roasted Hazelnut, Savory, Sugar Cane, Sweet & Sugary, Tangerine, Vanilla, Watery, White Grape","Malic Acid (2), Balanced, Citric Acid, Citrus Fruit, Juicy, Lactic Acid, Mandarin Orange, Orange, Tartaric acid","Brown Spice, Consistency, Creamy, Crisp finish, Holds, Juicy, Light bodied, Sweet tobacco",Washed,Bourbon/Typica,,1 ha,Perú
89,17,87.54,Santa Maria,753.03,$11.00,"$8,283.33",Corvus Coffee,Cesar Sampertegui Hurtado,2000,Perú,2020,Jaen,Cajamarca,"Coating, Fell over time, Juicy mouthfeel, Little smoky, Round mouthfeel","Red Currant (3), Black Tea (2), Chocolate (2), Dried Dates (2), Honey (2), Juicy (2), Stone Fruit (2), Tangerine (2), Barbecue, Bitter chocolate, Black Currant, Black Pepper, Black tea stem, Brown Spice, Caramel, Cherry, Cinnamon, Cola, Creamy, Creme caramel, Dark fruit, Earthy, Green Apple, Herb-like, Jasmine, Leathery, Light passionfruit, Lime, Malt, Mandarin Orange, Mango, Maple Syrup, Molasses, Muddled, Mushroom, Orange, Passion Fruit, Pipe Tobacco, Plum, Prune, Raisin, Red Grape, Resonant, Salted lemon, Savory, Strawberry, Sweet lime, Tropical Fruit, Very sweet, Watermelon, White Grape","Citric Acid (3), Malic Acid (2), Juicy, Lime, Structured, Tartaric Acid, Tartaric acid",Washed,Caturra / Bourbon / Typica,,3 ha,Perú
90,18,87.54,Lucmayoc,632.92,$10.00,"$6,329.20","Wataru & Co., Ltd.",Raul Portilla Quispe,2020,Perú,2020,La Convencion,Cusco,"Lemongrass, Roasted Hazelnut","Floral (5), Caramel (3), Lemon (3), Apple (2), Cherry (2), Cocoa (2), Green Tea (2), Orange (2), Banana, Biscuity, Black Cherry, Brown Sugar, Chocolate, Cinnamon, Concord Grape, Dark Chocolate, Green Apple, Green Grape, Honey, Lemon & Lime, Lemongrass, Malt, Mandarin Orange, Milk Chocolate, Mint, Mouth Drying, Nut, Peach, Plum, Sharp, Sweet, Sweet lime, Tamarind, Tangerine, Tangy, Toffee, Tomato, Vanilla, White Grape, Yellow fruit","Citrus (2), Malic Acid (2), Black Tea, Citric Acid, Citrus with low freshness, Complex, Orange, Plum, Simple, Soft, Tartaric Acid",Washed,Bourbon,,3 ha,Perú
91,19,87.35,El Encanto,1187.17,$9.30,"$11,040.68","Wataru & Co., Ltd.",Virgilio Digno Janampa Espejo,1630,Perú,2020,Satipo,Junin,"Crisp finish, Flat and weak, Juicy, Nutty, Simple, Syrupy, Very sweet","Lemon (4), Orange (3), Almond (2), Apple (2), Berry (2), Black Currant (2), Brown Sugar (2), Lime (2), Melon (2), Black Tea, Blackberry, Brown Spice, Cane sugar, Caramel, Cedar, Cherry, Citrus, Cocoa, Cocoa Powder, Dried Fruit, Floral, Forest fruit cake, Grape, Green Apple, Guava, Jasmine, Mild sweet, Molasses, Nut, Peach, Plum, Prunes, Raisin, Rich, Savory, Slight savory, Sweet, Syrupy, Tangerine, Tropical Fruit, White Grape","Structured (2), Bright, Citric Acid, Lemon & Lime, Malic Acid",Washed,Caturra/ Bourbon,,1.5 ha,Perú
92,20,87.27,Macora,684.21,$14.10,"$9,647.36",Latorre & Dutch Coffee (China) for Fisheye Café / Fisher Coffee / Small Arms Big Heart / KOLAKOLA COFFEE,Clomalda Salvador Valverde,1459,Perú,2020,Dos De Mayo,Huanuco,"Chamomile, Coating, Complex acidity, Lasting fruity and floral, Mild, Savory, Sour beer, Spices, Stone Fruit","Orange (4), Green Apple (3), Dried Fruit (2), Herb-like (2), Sage (2), Apple, Berry, Bittersweet Chocolate, Blackberry, Blueberry, Brown Spice, Brown Sugar, Caramel, Cedar, Cigar, Citrus Fruit, Cocoa, Floral, Green Tea, Hint of red wine, Lemon & Lime, Mandarin Orange, Mint, Muscat, Nut, Pear, Plum, Raspberry, Rich, Salted lemon, Salty nuts, Savory, Sour candy, Sparkling, Sweet, Unripe peach, White wine","Citric Acid (2), Malic Acid (2), Bright, Crispy, Lemon & Lime, Mandarin Orange, Structure, Sweet, Tart",Washed,Gesha,,1 ha,Perú
93,21,87.23,Cedruyoc,631.29,$8.90,"$5,618.48",List + Beisler GmbH,Emilio Gutierrez Nieble,1880,Perú,2020,Calca,Cusco,"Berry, Clean, Fades as it Cools, High acidity, Improves, Light body, Quick finish","Orange (5), Caramel (3), Black Tea (2), Brown Sugar (2), Floral (2), Green Tea (2), Lemon (2), Nutty (2), Sugar Cane (2), Almond, Apple, Apricot, Blackberry, Brown Spice, Burnt Sugar, Caramelized, Cherry, Cinnamon, Cranberry, Dry finish, Fruity, Great bite, Hazelnut, Juicy, Lychee, Malic Acid, Mandarin Orange, Milk Chocolate, Nectarine, Peach, Red Apple, Red Currant, Roasted, Toffee, Vanilla, White chocolate","Citric Acid (2), Malic Acid (2), Apricot, Bright, Lemon, Mild, Orange, Structure",Washed,Bourbon,,2 ha,Perú
