Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
71,16,87.26,BUTEMBA 2017,,$6.60/lb,"$18,028.10","Linking Coffee Co., Ltd.",Ntahiraja Rose - SOGESTAL KIRIMIRO,,Burundi,2017,GITEGA,Burundi,"cherry, transparent, silky, long finish, lemon zest, white grape viscocity, mango juice, sweet juicy","white peach, honey, lemon sherbert, tea rose, black currant, rose, red apple, passion fruit, vanilla","citric, bright, sparkling, tartaric",,Bourbón,,-,Burundi
72,17,87.24,KIBINGO 2017,,$7.40/lb,"$7,406.66",Wataru for NOZY COFFEE,Barutwanayo Léonidas - GREENCO,,Burundi,2017,KAYANZA,Burundi,"pine, molasses, creamy body, silky, velvety","jasmine, cocoa, milk chocolate, lemonade, lemon juice, orange cream, vanilla, papaya, grape, passionfruit, black currant, molasses","juicy, lime fresh, citric, cran-apple",,Bourbón,,-,Burundi
73,18,87.1,MUNKAZE COFFEE 2017,,$7.50/lb,"$14,104.05","Wataru & Co., Ltd",Ntakaburimvo Thérèse - BUJA CAFFEEE 15+,,Burundi,2017,KAYANZA,Burundi,"silky body, cream, lemon pie, black tea finish, plum and blackberry, cranberry","brown sugar, black tea, hazelnut, cherry, blossom, tea rose, red apple, apricot","citric, malic, low,",,Bourbón,,-,Burundi
74,19,87.05,YANDARO 2017,,$7.00/lb,"$6,990.83",Kyokuto Fadie Corporation,Havyarimana Victor - GREENCO,,Burundi,2017,KAYANZA,Burundi,"hazelnut, soft, banana bread, chamomile, apple pie","apricot, tangerine, floral rose, herbal, rosemary, apricot, jasmine, poached pear, honey from orange bees, grapefruit","lemon, complex, cranberry, lime, tart cherry, red grape",,Bourbón,,-,Burundi
75,20,87.02,RUBAGABAGA 2017,,$6.95/lb,"$6,190.16",The Coffee Tree Roasters,Sinzumunsi Isaac - GREENCO,,Burundi,2017,KAYANZA,Burundi,"creamy body, pear, long and lingering finish, mouth coating, elegant, fig, sweet, silky","cherry, black chocolate, hazelnut, citrus, chamomile, peach, papaya, mango, bergamot, passionfruit, tamarind","grape skin, orange, mandarin, lemonade, delicate",,Bourbón,,-,Burundi
76,21,86.99,RUTOBO 2017,,$5.90/lb,"$8,298.65","Wataru & Co., Ltd",Manariyo Donate - COOP RYOHORIKAWA/HORAMAMA COFFEE,,Burundi,2017,NGOZI,Burundi,"syrupy, silky, creamy body, well balanced","cucumber, pear, jammy, cocoa, marmalade, almond, orange and toffee, perfumed, Rosehip","citric, complex, crisp, pineapple, green grape, lemon",,Bourbón,,-,Burundi
77,22,86.97,MPANGA 2017,,$5.95/lb,"$8,014.77",Honu Kato Coffee Inc.,Bamvuga Innocent - MATRACO,,Burundi,2017,KAYANZA,Burundi,"black currant, ginger, raspberry, honeysuckle vanilla, pear","rose water, cherry, citrus tea, raisin, sultana, passion fruit, orange liquor","citric, lemon peel, juicy, complex, long lasting",,Bourbón,,-,Burundi
78,23,86.86,KAVUMU-NYAKARAMBO 2017,,$8.80/lb,"$5,160.58",RedMeowCoffee,Nsabimana Séraphine - COOP TWARANYUZWE/HORAMAMA COFFEE,,Burundi,2017,KAYANZA,Burundi,"creamy, guava, papaya, viscous and velvety, lavender, baked apples, tamarind","cherry, apricot, blueberry, kiwi, black currant, plum, almond, honey, tangerine","complex, kiwi, juicy, elegant",,Bourbón,,-,Burundi
79,1A,91.43,RUBAGABAGA – Barinzigo Honoré – GREENCO,264.55lbs,$19.90/lb,"$5,264.55","Maruyama Coffee Co., Ltd., Sarutahiko Coffee, Good Boy Bob Coffee",Barinzigo Honor Ð GREENCO,"1,700",Burundi,2018,KAYANZA,GATARA,"Creamy, super sweet, super clean, outstanding","Pink fruit, hibiscus, lime, pineapple, melon, cranberry, floral, macadamia nut, flor de jamica, nougat","Hibiscus, lime, citrus, persistent",Washed,Bourbón,,,Burundi
80,1B,91.43,RUBAGABAGA – Barinzigo Honoré – GREENCO,315.26lbs,$19.60/lb,"$6,179.10","Time’s Club, Hisashi Yamamoto Coffee (Unir), Coffee Libre",Barinzigo Honor Ð GREENCO,"1,700",Burundi,2018,KAYANZA,GATARA,"Creamy, super sweet, super clean, outstanding","Pink fruit, hibiscus, lime, pineapple, melon, cranberry, floral, macadamia nut, flor de jamica, nougat","Hibiscus, lime, citrus, persistent",Washed,Bourbón,,,Burundi
81,2A,91.14,MUNKAZE COFFEE – Bavumiragira Antoine – BUJA COFFEE 15+,595.25lbs,$18.30/lb,"$10,893.08",Campos Coffee,Bavumiragira Antoine Ð BUJA COFFEE 15+,"1,800",Burundi,2018,KAYANZA,KAYANZA,"Syrupy body, very sweet, clean, long aftertaste, long aromatic finish","Pink fruit, hibiscus, lime, pineapple, melon, cranberry, floral, macadamia nut, flor de jamica, nougat","Chestnut acidity, stone fruit acidity, plush, big acidity, persistent",Washed,Bourbón,,,Burundi
82,2B,91.14,MUNKAZE COFFEE – Bavumiragira Antoine – BUJA COFFEE 15+,652.57lbs,$16.60/lb,"$10,832.66",Campos Coffee,Bavumiragira Antoine Ð BUJA COFFEE 15+,"1,800",Burundi,2018,KAYANZA,KAYANZA,"Syrupy body, very sweet, clean, long aftertaste, long aromatic finish","Pink fruit, hibiscus, lime, pineapple, melon, cranberry, floral, macadamia nut, flor de jamica, nougat","Chestnut acidity, stone fruit acidity, plush, big acidity, persistent",Washed,Bourbón,,,Burundi
83,3A,90.57,RUBAGABAGA – Bucumi Casimile – GREENCO,264.55lbs,$11.00/lb,"$2,910.05",Mokka Speciality Coffee,Bucumi Casimile Ð GREENCO,"1,700",Burundi,2018,KAYANZA,GATARA,"Soft, velvet, good body, structured","Green apple, nectarine, dark chocolate, black currant, raisin, black grapes, orange, orange peel, earl grey, lemon, grapefruits, pineapple","Sparkling, citric",Washed,Bourbón,,,Burundi
84,3B,90.57,RUBAGABAGA – Bucumi Casimile – GREENCO,330.69lbs,$11.00/lb,"$3,637.59","Red Meow Coffee, Chanji Coffee Firm",Bucumi Casimile Ð GREENCO,"1,700",Burundi,2018,KAYANZA,GATARA,"Soft, velvet, good body, structured","Green apple, nectarine, dark chocolate, black currant, raisin, black grapes, orange, orange peel, earl grey, lemon, grapefruits, pineapple","Sparkling, citric",Washed,Bourbón,,,Burundi
85,4A,90.46,BWAYI – Minani Agnès – SOGESTAL KAYANZA,"1,455.05lbs",$6.60/lb,"$9,603.33",Kafema,Minani Agns Ð SOGESTAL KAYANZA,"1,760",Burundi,2018,KAYANZA,MATONGO,"Round, thick, unique, raspberry","Cherry, plum, red fruits, cocoa, lychee, jasmine, red apple, molasses, vanilla, black currant","Juicy, lemon, bright",Washed,Bourbón,,,Burundi
86,4B,90.46,BWAYI – Minani Agnès – SOGESTAL KAYANZA,"1,514.57lbs",$6.00/lb,"$9,087.42","Wataru & Co., Ltd.",Minani Agns Ð SOGESTAL KAYANZA,"1,760",Burundi,2018,KAYANZA,MATONGO,"Round, thick, unique, raspberry","Cherry, plum, red fruits, cocoa, lychee, jasmine, red apple, molasses, vanilla, black currant","Juicy, lemon, bright",Washed,Bourbón,,,Burundi
87,5A,90.32,NEMBA – Miburo Adrien – GREENCO,330.69lbs,$8.10/lb,"$2,678.59",lowkeycoffee (coffeejumbbang),Miburo Adrien Ð GREENCO,"1,860",Burundi,2018,KAYANZA,KAYANZA,"Creamy, harmonious, pink fruit, lime","Raisin, orange, lemon, apple, plum, candy, brown sugar, marmalade, black tea, tropical, guava, apricot","Citric, bright, tamarind, zesty",Washed,Bourbón,,,Burundi
88,5B,90.32,NEMBA – Miburo Adrien – GREENCO,330.69lbs,$7.20/lb,"$2,380.97",32CUP N.V.,Miburo Adrien Ð GREENCO,"1,860",Burundi,2018,KAYANZA,KAYANZA,"Creamy, harmonious, pink fruit, lime","Raisin, orange, lemon, apple, plum, candy, brown sugar, marmalade, black tea, tropical, guava, apricot","Citric, bright, tamarind, zesty",Washed,Bourbón,,,Burundi
89,6A,90.32,NZOVE – Minani Elias – GREENCO,330.69lbs,$7.20/lb,"$2,380.97","Toa Coffee Co., Ltd. JAPAN",Minani Elias Ð GREENCO,"1,763",Burundi,2018,NGOZI,MWUMBA,"Super clean, well strucutred, juicy, a lot of clarity, delicate, honey and pear","Perfume, coffee blossom, mandarin, grape, caramel, cherry, citrus, nectarine, apple, green tea","Winey, silky",Washed,Bourbón,,,Burundi
90,6B,90.32,NZOVE – Minani Elias – GREENCO,308.65lbs,$7.60/lb,"$2,345.74","Wataru & Co., Ltd. – Nagoya",Minani Elias Ð GREENCO,"1,763",Burundi,2018,NGOZI,MWUMBA,"Super clean, well strucutred, juicy, a lot of clarity, delicate, honey and pear","Perfume, coffee blossom, mandarin, grape, caramel, cherry, citrus, nectarine, apple, green tea","Winey, silky",Washed,Bourbón,,,Burundi
91,7A,90.25,BWAYI – Nizigiyimana Léonard – SOGESTAL KAYANZA,"1,388.91lbs",$5.90/lb,"$8,194.57","Wataru & Co., Ltd.",Nizigiyimana Lonard Ð SOGESTAL KAYANZA,"1,760",Burundi,2018,KAYANZA,MATONGO,"Long aftertaste, buttery hazelnut","Ginger, raspberry, vanilla, spicy, green apple, cherry, toast, malt","Juicy, citric",Washed,Bourbón,,,Burundi
92,7B,90.25,BWAYI – Nizigiyimana Léonard – SOGESTAL KAYANZA,"1,417.57lbs",$6.00/lb,"$8,505.42",elbgold Roestkaffee GmbH,Nizigiyimana Lonard Ð SOGESTAL KAYANZA,"1,760",Burundi,2018,KAYANZA,MATONGO,"Long aftertaste, buttery hazelnut","Ginger, raspberry, vanilla, spicy, green apple, cherry, toast, malt","Juicy, citric",Washed,Bourbón,,,Burundi
93,8,89.96,BUZIRAGUHINDWA – Sindihebura Aghalte – CPC,679.02lbs,$17.50/lb,"$11,882.85",Campos Coffee,Sindihebura Aghalte Ð CPC,"1,900",Burundi,2018,MURUTA,BUZIRAGUHINDWA,"Smooth, creamy body, long aftertaste, black tea, little almond, chocolate","Sugar cane, passion fruit, mango, payaay, cherry, raisin, cranberry, strawberry, red fruits, raspberry","Complex, winey",Washed,Bourbón,,,Burundi
94,9,89.79,NKAKA – Minani Balthazar – GREENCO,595.25lbs,$5.70/lb,"$3,392.93","Moustache Coffee Club, Florisbella Coffee, Carrboro Coffee Roasters, Kean Coffee",Minani Balthazar Ð GREENCO,"1,748",Burundi,2018,MWUMBA,NKAKA,"Balanced, harmonious, rounded","Vanilla, chocolate, cherry, tropical fruits, apple, lavendar, citrus, cola, caramel","Malic, structured, round",Washed,Bourbón,,,Burundi
95,10,89.71,KINYANA – Faida Denise – GREENCO,661.39lbs,$5.70/lb,"$3,769.92",BPC for Coffee Fiel,Faida Denise Ð GREENCO,"1,759",Burundi,2018,NGOZI,KINYANA,"Black currant, fruity, juicy, silky and harmonious, well balanced","Vanilla, tropical fruits, caramel, sweet grape, coffee cherry, fig","Bright and clear, citrus, citric",Washed,Bourbón,,,Burundi
96,11,88.61,GWIRI – Niyonzima Géovanie – COOP YAGIKAWA,"2,076.75lbs",$5.50/lb,"$11,422.13",Kyokuto Fadie Corporation,Niyonzima Govanie Ð COOP YAGIKAWA,"1,880",Burundi,2018,MATONGO,GWIRI,"Full bodied, well balanced, hormonious","Cherry, raisin, tree tomato, quince, jam, ripe citrus fruits, coffee blossom","Citric, lemon, black currant",Washed,,,,Burundi
97,12,88.54,NEMBA – Banyansekare Marc – GREENCO,661.39lbs,$6.00/lb,"$3,968.34",Dimattina Coffee,Banyansekare Marc Ð GREENCO,"1,860",Burundi,2018,KAYANZA,NEMBA,"Juicy, sweet aftertaste","Strawberry, pink fruits, raspberry, white chocolate, hibiscus, plum, tropical fruits, mixed berries, honey, cherries","Tartaric, bright",Washed,Bourbón,,,Burundi
98,13,88.43,NZOVE – Bucumi Consilie – GREENCO,712.09lbs,$6.00/lb,"$4,272.54",La Boheme Cafe,Bucumi Consilie Ð GREENCO,"1,763",Burundi,2018,MWUMBA,NZOVE,"Good structure, nice balance","Ripe peach, honey, maple, mango, orange, apple, pear, vanilla, winey, clove, melon","Juicy, intense, bright",Washed,Bourbón,,,Burundi
99,14,88.39,KIREMA – Nyandwi Immaculée – SOGESTAL KAYANZA,"1,569.69lbs",$6.10/lb,"$9,575.11",Campos Coffee,Nyandwi Immacule Ð SOGESTAL KAYANZA,"1,950",Burundi,2018,BUSIGA,KIREMA,"Juicy, silky, chocolate, honey cake","Pineapple, icing sugar, strawberry, panela, lavendar, mango, tropical, vanilla, lychee",Malic,Washed,Bourbón,,,Burundi
100,15,88.29,KIBINGO – Miburo Anicet – GREENCO,639.34lbs,$7.60/lb,"$4,858.98",Dragonfly Coffee Roasters,Miburo Anicet Ð GREENCO,"1,880",Burundi,2018,KAYANZA,KIBINGO,"Vibrant, creamy, lemon","Toffee, peaches, mango, nectarine, floral, orange blossom, plush, layered, cola, currant","Mild, citric, refined, structured, stone fruit acidity",Washed,Bourbón,,,Burundi
101,16,88.25,YANDARO – Minani Eliphase – GREENCO,661.39lbs,$7.50/lb,"$4,960.43",Wataru for Nozy Coffee,Minani Eliphase Ð GREENCO,"1,750",Burundi,2018,KABARORE,YANDARO,"Creamy, smooth, transparent, cherry juice","Tropical, jasmine, earl grey tea, caramel, dried fruits, toasty","Winey, malic, bright, pithy",Washed,Bourbón,,,Burundi
102,17,88.18,BUZIRAGUHINDWA – Barisesa Immaculée – CPC,683.43lbs,$5.60/lb,"$3,827.21","Red Meow Coffee, Chanji Coffee Firm",Barisesa Immacule Ð CPC,"1,900",Burundi,2018,MURUTA,BUZIRAGUHINDWA,"Good strucutred, syrupy, smooth","Black currants, coffee blossom, rose water, dried fruits, orange, mandarine, creamy, green tea like, brown sugar","Citric, pineapple",Washed,Bourbón,,,Burundi
103,18,88.14,KAGOMA – Minani Balthazar – GREENCO,612.88lbs,$5.50/lb,"$3,370.84","Maruyama Coffee Co., Ltd.",Minani Balthazar Ð GREENCO,"1,648",Burundi,2018,NYAMURENZA,KAGOMA,"Unique, clarity","Chocolate, dried fruits, clove, necatarine, pink fruits, white peach, red apple, rose","Bright, clear, vibrant, citrus",Washed,Bourbón,,,Burundi
104,19,88.14,NKAKA – Ngendakumana Salvator – GREENCO,551.16lbs,$5.60/lb,"$3,086.50",Nippon Coffee Trading,Ngendakumana Salvator Ð GREENCO,"1,748",Burundi,2018,MWUMBA,NKAKA,"Viscous, cane sugar, vanilla ice cream aftertaste","Rose hips, rose, perfume, cranapple, apricot, dried fruits, banana, yellow apple, pear","Round, citric, juicy, apple juice acidity, tartaric",Washed,Bourbón,,,Burundi
105,20,88.11,BWAYI – Mpamira Joseph – SOGESTAL KAYANZA,"2,806.48lbs",$5.50/lb,"$15,435.64",Honu Kato Coffee Inc.,Mpamira Joseph Ð SOGESTAL KAYANZA,"1,760",Burundi,2018,MATONGO,BWAYI,"Winey, juicy, viscious","Apricot, grape, apple, lavendar, plum, rose, brown sugar, pancake","Citric, bright",Washed,Bourbón,,,Burundi
106,21,88.11,GWIRI – Ntungicimpaye Caline – COOP YAGIKAWA,"1,931.25lbs",$5.50/lb,"$10,621.88","Wataru & Co., Ltd.",Ntungicimpaye Caline Ð COOP YAGIKAWA,"1,880",Burundi,2018,MATONGO,GWIRI,"Syrupy, smooth","Apricot, raisin, peach, black fruit, cherries, fuji apple, plum","Citric, complex",Washed,,,,Burundi
107,22,88.0,BUKEYE – Ndorere Juvenal – CCC,639.34lbs,$5.60/lb,"$3,580.30",Ogawa Coffee,Ndorere Juvenal Ð CCC,"1,820",Burundi,2018,BUKEYE,BUKEYE,"Full body, balanced","Kiwi fruit, lime, dark chocolate, green apple, hibiscus, tea like, banana, raspberry","Malic, lime, green apple acidity",Washed,Bourbón,,,Burundi
108,23,87.89,NEMBA – Barutwanayo Cassien – GREENCO,679.02lbs,$6.00/lb,"$4,074.12",HAYDEN,Barutwanayo Cassien Ð GREENCO,"1,860",Burundi,2018,KAYANZA,NEMBA,"Silky, vanilla","Kiwi, raisin, fig, perfume, chocolate, cherry, caramel, lime","Tartaric, winey",Washed,Bourbón,,,Burundi
109,24,87.71,MPANGA –  – MATRACO,"1,322.77lbs",$5.50/lb,"$7,275.24","UCC Ueshima Coffee Co., Ltd.",ÊÐ MATRACO,,Burundi,2018,KAYANZA,MPANGA,"Long lingering finish, orange, cinnamon","Pineapple, black tea, dried fruits, citrus, caramel, grape","Red apple, malic and tartaric",Washed,Bourbón,,,Burundi
110,25,87.68,KAZIBAZIBA – Manirakiza Thérèse – COOP DOHORERABARIMYI,954.6lbs,$5.50/lb,"$5,250.30",Honu Kato Coffee Inc.,Manirakiza Thrse Ð COOP DOHORERABARIMYI,"1,750",Burundi,2018,KABARORE,KAZIBAZIBA,"Viscious, balanced, thick, silky","Lemon, cane sugar, apricot, tamarind, peach, yellow fruit, cardamom, black tea, brown sugar, hazelnut","Phosphoric, citric",Washed,Bourbón,,,Burundi
111,26,87.54,KAGOMA – Manimbona Laurant – GREENCO,617.29lbs,$5.60/lb,"$3,456.82","Wataru & Co., Ltd. – Nagoya",Manimbona Laurant Ð GREENCO,"1,648",Burundi,2018,NYAMURENZA,KAGOMA,"Really sweet, complex, harmonious, smooth","Pink fruits, hibiscus, mango, apricot, red apple, lime, sugar cane, white bread","Bright, persistent, efervesant",Washed,Bourbón,,,Burundi
112,27,87.46,MUNYINYA – Biyuhire Joselyne – MUNYINYA COFFEE,"2,182.57lbs",$5.50/lb,"$12,004.14",Honu Kato Coffee Inc.,Biyuhire Joselyne Ð MUNYINYA COFFEE,"1,820",Burundi,2018,BUTAGANZWA,MUNYINYA COFFEE,"Chocolate nuts, praline, creamy","Nuts, plum, cane sugar, cherry, raisin, wine, rose hip, apricot, tamarind, cola, fig, watermelon","Citric, lemon",Washed,Bourbón,,,Burundi
113,28,87.46,BUSINDE – Nsengiyumva Désiré – MATRACO,914.92lbs,$5.50/lb,"$5,032.06",Honu Kato Coffee Inc.,Nsengiyumva Dsir Ð MATRACO,,Burundi,2018,GAHOMBO,BUSINDE,"Refined, syrupy","Black berry, vanilla, plum, tomato, dates, cherry, black tea, hazelnut, almond, fig","Like juice, malic",Washed,,,,Burundi
114,29,87.11,KAGOMA – Hatungimana Donatien – GREENCO,628.32lbs,$5.50/lb,"$3,455.76",Honu Kato Coffee Inc.,Hatungimana Donatien Ð GREENCO,,Burundi,2018,NYAMURENZA,KAGOMA,"Black currant juice, balance, soft, creamy","Red berry, cocoa, chocolate, cherry, cinamon, raisin, nougat, black tea","Juicy, berry",Washed,Bourbón,,,Burundi
115,1a,90.13,GATUKUZA,859.8,$21.10,"$18,141.78","

Maruyama Coffee, Sarutahiko Coffee

",ETS NDUWAYEZU,1750 m,Burundi,2019,,"NGOZI, GASHIKANWA","raspberry, apple mint, rose, chocolate, perfume, pineapple, strawberry cream, goji berry, fig, honey, cinnamon, berry juice, jackfruit, sake, mango","tartaric, complex","really structured, jammy mouthfeel, silky, creamy, sweet finish",Natural,Bourbón,,,Burundi
116,1b,90.13,GATUKUZA,846.58,$21.20,"$17,947.50","

lowkeycoffee, Anotherbeans Coffee roasters, Songdo coffee

",ETS NDUWAYEZU,1750 m,Burundi,2019,,"NGOZI, GASHIKANWA","raspberry, apple mint, rose, chocolate, perfume, pineapple, strawberry cream, goji berry, fig, honey, cinnamon, berry juice, jackfruit, sake, mango","tartaric, complex","really structured, jammy mouthfeel, silky, creamy, sweet finish",Natural,Bourbón,,,Burundi
117,2,89.92,GITWENGE,1970.93,$8.00,"$15,767.44",WATARU FOR TAKAMURA COFFEE ROASTER,SOGESTAL KAYANZA,1580 m,Burundi,2019,,"KAYANZA, GATARA","rose hip, honey, caramel, jasmine, bergamot, pomelo, mulling spices, licorice, cane sugar, malt, lemongrass, pear, tangerine","complex, malic, citric","crisp finish, stable, smooth mouthfeel, long finish",Washed,Bourbón,,,Burundi
118,3,89.43,KARINZI,2561.77,$7.60,"$19,469.45","

Terarosa (Haksan Co. Ltd)

",SOGESTAL KAYANZA,1740 m,Burundi,2019,,"KAYANZA, KAYANZA","peach, bergamot, panela, butterscotch, caramel, dark chocolate fudge, almond, orange, orange blossom, perfume, floral","sweet citric, tartaric, refined","delicate, soft, pillowing mouthfeel, very well balanced",Washed,Bourbón,,,Burundi
119,4,89.27,KIRIRIMA,2753.57,$8.90,"$24,506.77","

Cypher Roastery LLC

",SOGESTAL KAYANZA,1880 m,Burundi,2019,,"KAYANZA, KABARORE","red fruits, tropical fruits, candied orange, peach, cranberry, toffee, strawberry jam, cane sugar, panela, watermelon, floral, grilled peach, raisins","lime, citric, tartaric","floral aftertaste, silky body, well rounded, coating mouthfeel, transparent",Washed,Bourbón,,,Burundi
120,5,89.25,KAZIBAZIBA,1776.93,$6.50,"$11,550.05","

La Boheme Cafe & Huracan Coffee

",COOP DOHORERABARIMYI,1750 m,Burundi,2019,,"KAYANZA, KABARORE","tangerine, marzipan, molasses, raspberry, berry jam, grapefruit, watermelon, kiwi, orange, cherry, green apple","sparkling, malic, crisp","bright, well balanced, spicy finish, chewy",Washed,Bourbón,,,Burundi
121,6,89.22,MUGIRAMPEKE,2749.16,$5.50,"$15,120.38","

Honu Kato Coffee Inc.

",BUGESTAL,1778 m,Burundi,2019,,"NGOZI, TANGARA","dried fruit, fig, dates, black currant, black berries, toffee apple, white grapes, tea like, peach tea, cooked butter, candied nuts, tropical, floral","citric, malic, clean, crisp","juicy, well structured, complex, solid mouthfeel, cane sugar finish, layered",Washed,Bourbón,,,Burundi
122,7,89.15,MARURI,1124.36,$7.60,"$8,545.14","

List + Beisler GmbH

",COOP DUSANGIRIJAMBO,1850 m,Burundi,2019,,"KAYANZA, KAYANZA","molasses, red grape, black plum, blood orange, lemon sherbet, tropical fruits, tangerine, green grape, apricot, maple syrup, black tea","citric, malic, vibrant","silky body, very complex, sweet finish, very round",Washed,Bourbón,,,Burundi
123,8,89.05,GACOKWE,2350.13,$5.70,"$13,395.74","

Kyokuto Fadie Corporation

",SOGESTAL KAYANZA,1650 m,Burundi,2019,,"KAYANZA, RANGO","brown sugar, black tea, apricot candy, jasmine, orange zest, orange marmalade, mango, grape, gooseberry, honey, floral","lively, crisp, citric, juicy","transparent, delicate, clean, bright, sweet, lush, refreshing, sweet aftertaste, well balanced",Washed,Bourbón,,,Burundi
124,9,89.0,KIREMA,2991.67,$5.50,"$16,454.19","

Wataru & Co., Ltd.

",SOGESTAL KAYANZA,1880 m,Burundi,2019,,"KAYANZA, KAYANZA","hibiscus, floral, red apple, black currant, marshmallow, caramel, starfruit, apricot, rose","lactic, malic, stone fruit acidity, juicy, quenching, sparkling","syrupy, creamy, resonating finish",Washed,Bourbón,,,Burundi
125,10,88.88,NKUBA,623.91,$10.20,"$6,363.88","

Time’s Club, Coffee Libre, Proud Mary

",KIJSCO,1950 m,Burundi,2019,,"KAYANZA, KAYANZA","grilled peach, clove, mango, guava, dates, lychee, tutti frutti, papaya, cascara, passionfruit, hibiscus, fig, berry jam, cola","phosphoric, tartaric","tropical, creamy, floral, long apricot finish",Natural,Bourbón,,,Burundi
126,11,87.9,GISHA,2958.6,$5.50,"$16,272.30","

Honu Kato Coffee Inc.

",BUGESTAL,1623 m,Burundi,2019,,"NGOZI, TANGARA","red fruit, watermelon, strawberry, sugarcane, tropical, floral, watermelon, bergamot tea, starfruit","delicate, citrus","smooth, rounded, syrupy",Washed,Bourbón,,,Burundi
127,12,87.88,MUTANGA,3042.38,$5.60,"$17,037.33","

Fika Fika Coffee Company

",COOP UMUCOWIKAWA,1550 m,Burundi,2019,,"RUMONGE, BUYENGERO","Black currant, red currant, hibiscus, grapefruit, raspberry, sweet, cranberry, plum, black tea, watermelon","Structured, bright, lactic, delicate","really well balanced, lingering, rounded, velvety mouthfeel",Washed,Bourbón,,,Burundi
128,13,87.78,NGOGOMO,2442.72,$5.50,"$13,434.96","Wataru & Co., Ltd.",BUGESTAL,1650 m,Burundi,2019,,"MUYINGA, GASORWE","pink grapefruit, raspberry, caramel, molasses, butterscotch, coconut sugar, cocoa, peach, almond milk, green tea","bright, lemon, grapefruit","very sweet, sweet until finish, sparkling, buttery finish",Washed,Bourbón,,,Burundi
129,14,87.75,RWIRI,1437.41,$6.60,"$9,486.91",WATARU FOR OGAWA COFFEE,COOP YAGIKAWA,1880 m,Burundi,2019,,"KAYANZA, MATONGO","floral, tropical fruits, almonds, tangerine, jasmine, apricot, pear, nougat","malic, juicy, delicate, crisp","floral finish, transparent",Washed,Bourbón,,,Burundi
130,16,87.73,KAREHE,2656.57,$5.50,"$14,611.14","

Honu Kato Coffee Inc.

",SOGESTAL KAYANZA,1750 m,Burundi,2019,,"NGOZI, BUSIGA","Floral, peach, cream, pink grapefruit, almond, white grape, tangerine, honey, tropical fruits, maple syrup","lactic, bright","structured, jammy, creamy, lingering",Washed,Bourbón,,,Burundi
131,17,87.67,NYAMASO,3024.74,$5.50,"$16,636.07","

Kaffebrenneriet As

",BUGESTAL,1625 m,Burundi,2019,,"MUYINGA, MUYINGA","mandarin, hibiscus tea, dried fruits, watermelon, stone fruits, panela, toffee, chocolate","refined, crisp","viscous, chocolate finish",Washed,Bourbón,,,Burundi
132,18,87.58,RUHORORO,1382.3,$5.50,"$7,602.65","

Wataru & Co., Ltd.

",COOP UBWIZABWIKAWA,1666 m,Burundi,2019,,"KAYANZA, KABARORE","black tea, white grapes, vanilla, peach, tangerine, violet flower, cinnamon, melon, sarsaparilla,","crisp, complex","tea like finish, honey, chocolate",Washed,Bourbón,,,Burundi
133,19,87.57,RWIRI,3042.38,$5.50,"$16,733.09","

Honu Kato Coffee Inc.

",COOP YAGIKAWA,1880 m,Burundi,2019,,"KAYANZA, MATONGO","red currant, cherry, orange blossom, apricot, jasmine, mango, transparent, delicate, mandarin","citric, bright","juicy, lingering, creamy, grape, lively finish",Washed,Bourbón,,,Burundi
134,20,87.4,NYAGASHIHA,"1,300.73",$4.00,"$5,201.48","

32CUP N.V.",SUCCAM,1650m,Burundi,2019,,"RUMONGE, BURAMBI","cherry, cranberry, peach, creamy, stone fruits, floral, molasses, light toffee","lemon, citric, lactic, grapefruit","rose, jammy, elegant, honey",Washed,Bourbón,,,Burundi
135,21,87.4,RUKARAZO,1164.04,$6.10,"$7,100.64","

Cypher Roastery LLC

",COOP MAJAMBERE,1750m,Burundi,2019,,"NGOZI, MWUMBA","Bergamot, white grape, grapefruit, lemon grass, cloves, peach, melon, pomelo, kumquat","Sweet and lively, citrus","Elegant, crisp finish, floral, full body",Washed,Bourbón,,,Burundi
