Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
40,5,89.5,FINCA EL MIRADOR,"1,027.35",US$ 15.10,"US$ 15,512.99",Full Sweet Coffee – Taiwan,ALFREDO FERNANDO WOOLRICH RAMIREZ,"1,400",México,2023,,,"Jasmine, Delicate, Elegant, Floral.","Floral, Jasmine, Lemongrass, Apple, Honey, Melon, Peach, Perfume, Apricot, Banana, Bergamot, Black Tea, Bright, Cantaloupe, Caramelized, Chamomile, Chocolate, Clean,","Malic Acid, Elegant, Bergamot, Chamomile, Citric, Citric Acid, Citrus, Complex, Lactic acid, Pleasant, Round",Honey,Geisha,,230.0,México
41,6,89.31,FINCA SINAI,718.70612,US$ 15.30,"US$ 10,996.26","Coffee Me Up (Korea), Coffee Therapy (Thailand), Tob Coffee (Arnia Limited),⁣⁣ DNU COFFEE, Bean & Bean Coffee – (New York City) – Lotus Lab, 331Roasters",DIEGO MANUEL WOOLRICH RAMIREZ,"1,400",México,2023,,,"Complex, Elegant, Floral wuth full mouthfeel, Lot of flavors Transparency","Floral, Jasmine, Peach, Apricot, Brown Sugar, Lime, Stone Fruit, Citrus, Mango, Sweet & Sugary, Tropical Fruit, White Grape, Apple, Azucar","Malic Acid, Citric Acid, Bright, Citrus Fruit, Complex, Lactic, Lime, Lively, Melon, Mild, Red Apple, Soft, Sparkling, Stone Fruit",Washed,Geisha,,230.0,México
42,7,89.22,EL CUERVO,"2,447.13",US$ 9.10,"US$ 22,268.88",AL CAFECI SA DE CV – Mexico,SILVIA CAROLINA HERRERA HERNANDEZ,"1,700",México,2023,,,"Complex, Delicate, Easy to drink, Fruity, Improve, Mild floral","Floral, Peach, Tropical Fruit, Black Tea, Bright, Citrus, Citrus Fruit, Jasmine, Lemon & Lime, Lemongrass, Orange, Pineapple, White Grape, Brown Spice,","Citric Acid, Malic Acid, Citrus Fruit, Complex, Delicate, Fruity candy, Juicy, Lemon & Lime, Livily, Mallic, Mandarin Orange",Natural,Geisha,,10.0,México
43,8,89.13,ZAPOTITLA,590.83816,US$ 16.00,"US$ 8,465.76",Nanjing Eco Farm China for TarTar Coffee / 啟程拓殖 TerraformCoffee / TWO HANDS FULL / Title coffee标题咖啡,JOSE JAVIER DEBERNARDI DELAVEQUIA,"1,350",México,2023,,,"Chocolate with cinnamon, Elegance, Elegant, Fantastic, Floral","Peach, Brown Sugar, Black Tea, Brown Spice, Chocolate, Floral, Honey, Melon, Pear, Pineapple, Stone Fruit, Appricot, Apricot,","Malic Acid, Berry, Bright, Citric Acid, Compeling, Lactic, Lactic acid, Nectarine, Orange Blossom, Phosphoric, Sutil",Natural,Geisha,,10.0,México
44,9,88.41,ABAXOLOL,771.617,US$ 10.30,"US$ 7,947.69",terarosa – South Korea,GILBERTO JOSE LUIS BARRENA NAJERA,"1,260",México,2023,,,"Berry, Clean anaerobic, Dominant winey notes, Sweet end","Brown Sugar, Cherry, Raspberry, Stone Fruit, Brown Spice, Chocolate, Lemon, Passion Fruit, Prune, Strawberry, Tropical Fruit,  Agave,","Tartaric, Citric Acid, Grape,  Winey, Berry, Bright, Complex, Malic Acid, Pjosphoric, Tataric acid",Washed,Bourbon,,27.0,México
45,10,88.16,LA NENA,577.61044,US$ 10.10,"US$ 5,165.85",M.I.Coffee Corporation – South Korea,INGRID ALEJANDRA HERNANDEZ LOPEZ,"1,100",México,2023,,,"Clean and complex, Fruity","Tropical Fruit, Plum, Prune, Winey, Berry, Blueberry, Brown Sugar, Melon, Passion Fruit, Acético, Apricot, Black Currant, Black Tea","Malic Acid, Bright, Cacao Nibs, Clean, Complex, Crisp, Grape, Lemon & Lime, Lively, Melon, Moras, Pear, Phosphoric, Soft, Tartaric",Washed,Cuscatleco,,1.0,México
46,11,88.16,FINCA KASSANDRA,518.0857,US$ 12.10,"US$ 5,601.94",SHRUB COFFEE and ETHICUS coffee roasters by MARUKAI,GABRIEL BERNARD RIVAS ROSS,"1,250",México,2023,,,"Complex, Distinctive, Fruity with milky, Improve, Mild","Peach, Apricot, Chocolate, Mango, Apple, Brown Spice, Caramel, Cherry, Mandarin Orange, Raspberry, Red Apple, Tropical Fruit, Acasia, Black Cherry,","Malic Acid, Bright, Citric Acid, Citric and malic, Citrus Fruit, Clementine, Low, Refreshing, Sutil",Natural,Pacamara,,2.0,México
47,12,88.0,FINCA LA LOMITA,661.386,US$ 26.10,"US$ 15,536.03",ECOM Japan for NOZY COFFEE & COFFEE COUNTY,MARCELINO BARRUETA AVILES,"2,100",México,2023,,,"Clean, Complex, Floral tea, Lmprove","Banana, Chocolate, Floral, Lemon & Lime, Vanilla, Brown Sugar, Caramel, Honey, Orange, Stone Fruit, Apricot, Bell pepper, Berry, Blood orange, Blueberry, Candy, Caramelo, Ciruela, Citric Acid, Citrus Fruit, Cranberry, Delicate,","Malic Acid, Citric Acid, Citrus Fruit, Complex, Lactic acid, Sharp, Tataric, Tropical Fruit",Washed,"Typica , Caturra",,1.6,México
48,13,87.97,LA GUADALUPE,233.68972,US$ 27.80,"US$ 6,496.58",Full Sweet Coffee – Taiwan,ZOILO BARRAGAN CRUZ,,México,2023,,,"Fruity, Sour","Floral, Jasmine, Brown Spice, Chocolate, Kiwi, Molasses, Papaya, Peach, Red Currant, Acacia, Almíbar, Bouquet, Brown Sugar, Cacao, Cherry as it cools, Chocolate con aqua, Cinnamon, Ciruela, Citrus, Coffee Blossom","Malic Acid, Bright, Tartaric, Acetic Acid, Cacao Nibs, Citrus Fruit, Juicy, Mandarin Orange, Peach, Phosphoric",Natural,Geisha,,30.0,México
49,14,87.88,FINCA HUEHUETEPAN,198.4158,US$ 20.20,"US$ 4,008.08",Cypher Roastery LLC – UAE,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,"1,350",México,2023,,,"Complex, Improve, Red wine","Brown Spice, Floral, Pineapple, Prune, Stone Fruit, Berry, Black Cherry, Champagne, Chocolate, Mango, Papaya, Strawberry, Tropical Fruit, Bittersweet Chocolate","Berry, Bright, Citric Acid, Complex, Funky, Malic Acid, Mild, Mild tart, Phosphoric, Sparkling, Tropical Fruit, Tropical mango, Winey",Natural,Typica,,23.0,México
50,15,87.81,FINCA EL ESTRIBO,727.5246,US$ 8.80,"US$ 5,820.23","Wataru & Co., Ltd. – Japan",ADAN ALTAMIRANO DOMINGUEZ,"1,500",México,2023,,,Mild,"Caramel, Chocolate, Stone Fruit, Brown Spice, Brown Sugar, Candy, Cherry, Mango, Star Fruit, Watermelon, Bell pepper, Buttery, Cacao Nibs, Caramelo","Malic Acid, Citric Acid, Complex, Delicate, Juicy, Nectarine, Soft, Sparkling, Sutil",Natural,"Bourbon, Geisha",,21.0,México
51,16,87.81,FINCA EL IZOTE,833.34636,US$ 9.30,"US$ 7,750.16","Xiamen Doowell Ocean Biotechnology Co., Ltd. – China",CARLOS HUGO LOEZA SANCHEZ,"1,475",México,2023,,,"Comlex, Fade, Floral, Fruity, Intensed","Brown Spice, Brown Sugar, Chocolate, Plum, Grapefruit, Orange, Peach, Tomato, Tropical Fruit, Apple, Cacao Nibs, Caramel","Malic Acid, Citric Acid, Berry, Bright, Citrus Fruit, Dried Fig, Elegant, Lactic acid, Pointy, Tartaric, Tropical Fruit",Washed,"Marsellesa, Geisha , Bourbon",,4.0,México
52,17,87.41,FINCA TREBOLILLOS,462.9702,US$ 15.20,"US$ 7,037.14",Wataru for OGAWA COFFEE. – Japan,ALEJANDRA MARTINEZ GAMA FERNANDEZ,"1,250",México,2023,,,"Bright, Complex, Dried, Improve, Lemon honey juice, Nutty note, Papery, Very nice coffee","Brown Spice, Floral, Jasmine, Bergamot, Black Tea, Brown Sugar, Citrus, Lime, Red Apple, Stone Fruit, Almíbar, Apple, Berry, Candy, Chocolate, Durazno","Citric Acid, Bright, Citrus Fruit, Malic Acid, Comlex, Juicy, Lemongrass, Mallic, Mild, Orange peel",Washed,Geisha,,113.0,México
53,18,87.38,DINASTIA ALTAMIRANO,727.5246,US$ 9.50,"US$ 6,911.44",KAFFEBRENNERIET AS – Norway,SAMUEL ALTAMIRANO JUAREZ,"1,500",México,2023,,,Fruit tea,"Brown Sugar, Grapefruit, Brown Spice, Honey, Apple, Kiwi, Orange, Vanilla, Berry, Butter, Cacao, Caramel, Caramelo, Cashew, Chocolate, Citrus, Citrus Fruit, Clementine, Cranberry, Cream, Dark Chocolate","Malic Acid, Bright, Juicy, Berry, Citric Acid, Orange, Soft, Tataric acid",Honey,"Bourbon, Geisha",,10.0,México
54,19,87.31,JADE,707.68302,US$ 9.10,"US$ 5,777.86","Wataru & Co., Ltd. – Japan",BERNARDINO LOPEZ RUIZ,"1,350",México,2023,,,Fruity,"Brown Spice, Chocolate, Red Apple, Apricot, Banana, Blackberry, Blueberry, Brown Sugar, Plum, Stone Fruit, Tamarind, Tropical Fruit, Bittersweet Chocolate, Black Tea, Bold, Butter, Cacao Nibs, Cherry, Ciruela,","Citric Acid, Acetic Acid, Berry, Bright, Grapefruit, Lactic, Livily, Malic Acid, Tartaric, Winey",Natural,Caturra,,1.5,México
55,20,87.25,EL RIO,784.84472,US$ 9.00,"US$ 7,063.56",honu加藤珈琲店株式会社 – Japan,GEMA MAGALI POSADAS MANZANO,"1,200",México,2023,,,"Complex, Fruity, Intensed, Refreshing","Chocolate,  Prune, Stone Fruit, Cacao Nibs, Orange, Peach, Plum, Strawberry, Apricot, Berry, Black Cherry, Black Currant, Blackberry, Bouqute, Brown Spice, Brown Sugar, Caramel, Cherry, Citric Acid, Citrus, Citrus Fruit, Condensed milk, Cranberry, Dried Dates, Dried Fruit, Golden Raisin, Gooseberry, Grapefruit, Green Apple","Citric Acid, Malic Acid, Bittersweet Chocolate, Bright, Citrus Fruit, Lactica, Lemon, Phosphoric, Raisin, Refined, Soury, Tartaric, Tropical Fruit",Washed,"Marsellesa, Typica",,3.0,México
56,21,87.25,FINCA CRUZ VERDE,529.1088,US$ 12.00,"US$ 5,555.64",Wataru for Voila Coffee. – Japan,GUILLERMO RIVAS DIAZ,"1,300",México,2023,,,"Mild, Declined","Honey, Stone Fruit, Brown Sugar, Caramel, Black Tea, Orange, Vanilla, Almendra, Apple, Banana, Berry, Berrylike, Black Cherry, Blueberry, Brown Spice, Candy, Chocolate, Cinnamon, Clementine, Cranberry, Cream, Fermenty, Floral, Graham Cracker, Green Tea, Hierba, Malic Acid, Mandarin Orange, Mandarine, Maple Syrup, Molasses, Nougat, Nuez, Orange Blossom, Orange peel, Panela, Peach, Pear, Pecan, Plum, Pomelo, Prune, Red Apple, Red cherry, Star Fruit, Sugarcane, Sweet, Tea like, Tea Rose, Yogurty","Malic Acid, Bright, Citric, Citric Acid, Lemongrass, Mallic, Nectarine, Orange, Sutil, Thin",Natural,Marsellesa,,2.0,México
57,22,87.16,NARANJAL,568.79196,US$ 10.50,"US$ 5,972.30",ECOM JAPAN LTD. – Japan,DEMETRIO RONQUILLO BONILLA,"1,200",México,2023,,,"Citrus Fruit, Intensed acidity","Brown Sugar, Apricot, Apple, Brown Spice, Grapefruit, Green Apple, Pineapple, Plum, Vanilla, Agave, Almond, Bittersweet Chocolate, Black Currant, Black Tea, Blueberry,  Chocolate, Ciruela, Citrus, Dark Chocolate, Fir, Floral, Gooseberry, Grape, Green Grape, Kiwi, Lemon, Lemon & Lime, Mandarin","Citric Acid, Bright, Citrus Fruit, Malic Acid, Citric, Mallic, Mandarin Orange, Soft, Sour, Tart",Washed,"Garnica, Typica , Marsellesa",,1.0,México
58,23,87.16,SAN JUAN DEL VESUBIO,"1,119.95",US$ 8.60,"US$ 9,631.57",Brew92 – Saudi Arabia,ELVIRA TREJO ESCOBAR,"1,800",México,2023,,,"Intensed, Spiece with fruit, Sweet cup","Berry, Brown Spice, Green Apple, Jasmine, Orange, Peach, Pineapple, Red Currant, Stone Fruit, Acacia, Almendra, Apple, Apple jam, Apricot, Berries, Brown Sugar, Candy, Caramel, Cherry, Chocolate, Citrus, Cream, Floral, Grapefruit, Green Grape, Grilled pineapple, Hibiscus, Hibiscus Tea, Honey, Increase in cool, Juicy, Kiwi, Lemon & Lime, Lime, Malic Acid, Mandarin Orange, Miel, Minty, Naranja, Pomelo, Raspberry, Red Apple, Red fruit, Tea Rose, Tropical Fruit, Vanilla","Citric Acid, Bright, Malic Acid, A bit sharp, Berry, Citrus Fruit, Tataric acid",Washed,Obata,,66.0,México
59,24,87.13,FINCA CONSOLAPAN,"1,318.36",US$ 8.60,"US$ 9,934.89","Wataru & Co., Ltd. – Japan",MARIA CRISTINA AVILA CAMBEROS,"1,265",México,2023,,,"Clean, Dried, Floral tea, Mild, Simple, Sweet","Citrus, Berry, Brown Sugar, Cranberry, Lime, Stone Fruit, Apricot, Black Cherry, Black Tea, Brown Spice, Candy, Caramel, Chocolate, Ciruela, Coffee candy, Dried Fruit, Floral, Florals","Citric Acid, Malic Acid, Bright, Citrus Fruit, Green Apple, Juicy, Lactic acid, Lime, Soft, Tart, Tropical Fruit",Washed,"Marsellesa, Typica , Caturra",,30.0,México
60,25,87.09,FINCA CORAHE,330.693,US$ 10.10,"US$ 3,339.97","Saerin co.,Ltd(MGPG) – South Korea",RIGOBERTO CORDOVA ARROYO,900,México,2023,,,"Fruity, Rough, Sour","Chocolate, Dark Chocolate, Fruity, Tropical Fruit, Blackberry, Brown Sugar, Raspberry, Baked fruit, Bakers Chocolate, Banana, Berry, Black Cherry, Black Tea, Cacao Nibs, Candy, Caramel, Cinnamon, Citrus, Dark fruit","Malic Acid, Acetic, Acetic Acid, Citric Acid, Mandarin Orange, Mango, Papaya, Round, Tartaric, Winey",Natural,"Caturra, Marsellesa, Obata",,6.2,México
61,26,87.06,EL POZO,793.6632,US$ 9.10,"US$ 6,620.43","KALDI COFFEE FARM (CAMEL COFFEE CO.,LTD.) – Japan",ALEJANDRO GONZALEZ RONZON,"1,240",México,2023,,,Easy to drink,"Brown Sugar,  Pineapple, Caramel, Chocolate, Citrus, Dried Fruit, Floral, Papaya, Raisin, Tropical Fruit, Winey, Apple, Banana, Berry, Black Tea, Blueberry, Butter, Caramelo, Cedro, Cherry, Cranberry, Dark Chocolate, Grape","Tartaric, Lively, Malic Acid, Tataric acid, Winey",Natural,"Typica , Costa Rica 95",,4.0,México
62,1,91.59,El Estribo,,$16.10/lb,"$19,175.10","TASHIRO COFFEE Co.,Ltd",Adan Altamirano Dominguez,,México,2014,Nepopoalco/Zongolica,Veracruz,"complex, long sweet aftertaste, buttery, juicy, balanced acidity, and sweetness, super sweet layered","green apple, tropical fruit, peach, vanilla, pecan, papaya, hot wine raisins, honey, grapefruit, passion fruit, black currant, black cherry","malic, complex, complex fruit, crisp",Washed,,6 ha,17.5 ha,México
63,2,90.44,La Herradura,,$11.40/lb,"$15,082.20","Maruyama Coffee, Tabei Coffee, Iwai Coffee, Yamada Coffee, Saza Coffee",Roberto Licona Franco,1340 masl,México,2014,Coatepec,Veracruz,"delicate long aftertaste, nice body, hefty, juicy, well rounded, very sweet, harmonious, creamy and round mouthfeel, balanced coffee, transparent","juicy, tropical, apricot, melon, intense mixed fruit, guava, rose, passion fruit, honeydew, papaya, blackberry, candy, perfumy","mandarin, complex, defined, sangria",Washed,,8 ha,10.5 ha,México
64,3,90.32,Rancho Las Coles,,$15.70/lb,"$8,305.30","Your Coffee, Time’s Club, Coffee Libre",Rauel Octavio Mariscal,1350 masl,México,2014,Coatepec,Veracruz,"long lingering aftertaste, very clean, well balanced, very sweet, round","floral, roses, honey, vanilla, guava, caramel, melon, grapefruit, black tea, lemon, raspberry, molasses, tropical, apple-orange, tangerine, hibiscus","malic, tingling, juicy, sweet ripe",Washed,,2 ha,9 ha,México
65,4,89.76,Finca La Sirena,,$11.30/lb,"$10,463.80","TOA COFFEE Co.,Ltd",Roberto Cruz Ramos,1600 masl,México,2014,Pluma Hidalgo Pochutla,Oaxaca,"syrupy mouth feel, transparent, clean, round","honey, floral, caramel, apricot, strawberry jam, raspberries, lavender, almond, vanilla","malic, bright, lime, plum, Muscat",Washed,,3 ha,4 ha,México
66,5,88.91,La Magdalena,,$9.65/lb,"$10,846.60",Kaffebrenneriet as,Pablo Enrique Martinez Gama,1250 masl,México,2014,"La Orduña, Coatepec",Veracruz,"round- lingering, sweet floral aftertaste, velvety, toffee, cocoa, transparent brightness","tangerine, fresh butter, apple, walnuts, orange, peach mango, red wine, passion fruit, vanilla","complex, bright, malic, defined",Washed,Typica,37 ha,37 ha,México
67,6,88.91,Pescadillo / Tienaa – {O},,$8.10/lb,"$21,967.20","Wataru & Co., Ltd",Antonia Valeria Ortiz / Mario Ponciano Velazco,1747 masl / 1563 masl,México,2014,Oaxaca,Oaxaca,"lingering mouthfeel- buttery, creamy, transparent, floral notes","sweet cherry, molasses, tapioca, berries, juicy berry raspberry passion fruit","complex, bright, delicate, malic",Washed,,0.50 / 1.37 ha,0.50 / 1.37 ha,México
68,7,88.82,Teocelo,,$10.20/lb,"$10,118.40",Campos Coffee,Ernesto Rodriguez Luna,1300 masl,México,2014,Teocelo,Veracruz,"crispy, silky, sweet, buttery","honey, marshmallow, marzipan, cherry, peach, caramel, butter, melon peach lemon grass maple syrup sugar cane, Bordeaux","citric, malic, cherry, blackberry, round",Washed,Typica,6 ha,22 ha,México
69,8,88.44,El Suspiro,,$8.10/lb,"$12,320.10","Nagahama Coffee Inc, Coffee Factory, St. Berry Coffee, Ishii Corporation, Voila Coffee, Kasai Coffee, Magnolia Coffee",Isabel Ronzon Sanchez,1200 masl,México,2014,"Pacho Viejo, Coatepec",Veracruz,"amaretto aftertaste, long sweet aftertaste, silky","raspberry, floral, cherries crisp rose water green apple, apricot, passion fruit, tomato","tartaric, bright, lively",Washed,Typica Mundo Novo Bourbón,,,México
70,9,88.24,Loma Guayabal & Los Encinos /…,,$10.10/lb,"$22,048.30",Campos Coffee,Zeferino Leonidez Vazquez Ortiz / Jesus Modesto Vazquez,1740 masl,México,2014,"Guadalupe Miramar, Santa Maria Yucuhiti",Oaxaca,"well defined, long sweet finish, well balanced, silky, syrupy","cocoa, cherries, almonds, fruity, pineapple, tangerine, hazelnuts, grapefruit sugar cane, lavender, mixed fruits","malic, complex fruit* citric, lime",Washed,Typica,2 ha / 2 ha,3 ha / 2 ha,México
71,10,88.09,El Aserradero,,$8.00/lb,"$20,104.00",CHOI Coffee Roasters Company,Marcelo Garcia Hernandez,1604 masl,México,2014,Atoyac de Alvarez,Guerrero,"sweet long finish, silky mouthfeel, balanced, delicate, structured, sweet, sugar cane","vanilla, nectarine, dark chocolate powder, marzipan, jasmine apricot brown sugar, nutty, honey, apple, marshmallow, marmalade, melon","malic, tartaric, soft, balanced red wine",Washed,Typica,10 ha,20 ha,México
72,11,87.03,VARIAS FINCAS,,$9.10/lb,"$15,652.00",Kaffebrenneriet as,Raymundo Flores Alfaro / Merced Llave Carrera / Nicanor Rios Falcon,,México,2014,Eloxochitlan de Flores Magon,Oaxaca,"syrupy, balsamic","rose hip, cherry, winey, rum, cranberry, raspberry, tobacco, hibiscus, mango licorice","lime, tart, bright",Washed,,,,México
73,12,86.94,Finca Sinai – {O},,$8.20/lb,"$20,065.40",Monmouth Coffee Company,Alfredo Fernando Woolrich Ramirez,1200 masl,México,2014,Oaxaca,Oaxaca,"balanced sweetness, smooth, clean","maple, blueberry, apricot pear marshmallow, licorice, ripe mandarin, orange","crisp tartaric, malic bright vibrant",Washed,,100 ha,200 ha,México
74,13,86.91,El Equimite,,$7.05/lb,"$10,257.75",MC FOODS LIMITED,Gibran Leonardo Cervantes Covarrubias,1250 masl,México,2014,Coatepec,Veracruz,"nice long lingering aftertaste, sweet and balanced","stone fruits, coriander seed, peppermint, black tea, apple, peach, honey pear, peach, grapefruit, passion fruit, cherry blossom, raspberry","malic, bright, juicy, crisp",Washed,Typica,6 ha,25 ha,México
75,14,86.71,Cañada Fria – 14,,$7.40/lb,"$16,642.60",Kyokuto Fadie Corporation,Jose Daniel Cobilt Castro,1450 masl,México,2014,Huatusco,Veracruz,"sweet finish, syrupy mouthfeel, pleasant","floral, orange, roses, pomegranate, passion fruit tamarind, caramel, marzipan, green apple","tartaric, bright, orange",Washed,,3 ha,12.5 ha,México
76,15,86.32,Finca Las Nieves – {O},,$7.90/lb,"$11,494.50","Caravela Coffee for Counter Culture Coffee (USA), Holly Brown (Hong Kong) and Reuben Hills (AUS)",Robin Cleaver,1330-1428 masl,México,2014,"Puerto Escondido, San Pedro, Mixtepec",Oaxaca,"very juicy, good mouthfeel, lingering","grapefruit, raisin, fig sugar cane black tea dark chocolate, sugar cane, caramel lemon grass","delicate, citric, lemon, mandarin, cherry, very clean",Washed,,60 ha,291 ha,México
77,16,86.21,Huehuetecpam,,$7.20/lb,"$27,144.00","Wataru & Co., Ltd",Maria Del Rosario Irais Valdiva Ortiz,1328 masl,México,2014,Cosautlan de Carvajal,Veracruz,"syrupy, creamy, lingering","strawberry, cherry, hibiscus, lemon, dark vanilla, red wine, cinnamon, orange blossom","citric, tangerine, grapefruit",Washed,,18 ha,18 ha,México
78,17,86.0,Ojo de Agua / Mojonera Tejon…,,$7.60/lb,"$19,098.80",Campos Coffee,Dominga Cecelia Garcia / Santiago Apolinar España,1500 masl,México,2014,Oaxaca,Oaxaca,"creamy, tea-like, molasses after-taste, black cherry, nice balance acidity and sweetness, juicy","black cherry, honey, cocoa, brown sugar, marshmallow, lemongrass, caramel",tartaric,Washed,,6 ha / 3 ha,6 ha / 3.99 ha,México
79,18,85.88,Finca Chelin – {O},,$8.00/lb,"$19,048.00","ECOM Japan Limited for NOZY COFFEE, Taniguchi Coffee, The Coffee Tree Roasters",Enrique Eduardo Lopez Aguilar,1650 masl,México,2014,San Sabastian Tutla,Oaxaca,"good mouthfeel, long sweetness, creamy, caramel","lavender, peach, caramel, brown sugar, hazelnuts, almonds, cocoa butter vanilla","malic, delicate",Depulped,Pluma Hidalgo,40 ha,92 ha,México
80,19,85.15,Corral de Piedra,,$5.90/lb,"$41,754.30",honuKATOCOFFEE Inc.,Agustin Moreno Salgado,1200-1400 masl,México,2014,Ixhuatlan del Café,Veracruz,"smooth, round, caramel finish, sugar cane","caramel, brown sugar, green apple, orange, caramel, peach, grapefruit, cherry, apricot","delicate, lime",Washed,,6 ha,6 ha,México
81,1,90.41,El Pino / El Cedro,,$16.60/lb,"$23,422.60","Maruyama Coffee, Uchida Coffee, Sugi Coffee Roasting, Nagahama Coffee, Saza Coffee",Ciro Ventura Solabac,1200,México,2015,Huatusco,Veracruz,"Stunning coffee, long balanced and structure, multi-faceted, with transparency and multiple layers of flavors","Tropical fruits, ripe fig, winy, peach, very balanced, grape candy","Structured malic, acidity big and rounded with sweet acid",Washed,60% Typica 10% Bourbón 20% Caturra 10% Yellow Caturra,,-,México
82,2,90.0,Kasandra,,$13.50/lb,"$19,048.50","UCC Ueshima Coffee Co., Ltd.",Gabriel Bernard Rivas Ross,,México,2015,Tlaltetela,Veracruz,"Complex, fruit/floral, driven coffee, intense sweetness with long aftertaste","Black tea, fruit preserves, sweet honey, cherry blossom, pear, intense jasmine, floral, fruit driven cranberry, mango, tropical fruits, apple pie, cherries, apricot, guava with a long sweet finish","Malic, bright, tartaric, complex most acidity types, layered acidity",Washed,Pacamara,,-,México
83,3,89.38,Sini Tachi/El Encino Negro,,$8.41/lb,"$17,450.75","Wataru & Co., Ltd.",Maximino Gonzalo Garcia Pérez/Pedro Miguel Feria,1400-1600,México,2015,Santa Maria Yucuhiti,Oaxaca,"Consistent complex coffee, rounded, structured malic citric acidity","Strawberry, guava, honey, coco, black cherry, honeysuckle flavor, red apple, mandarin, sweet choc, raisins, cola, apple cider, lime lemon bitters, super clean mouthfeel, thick, dense, rounded, syrupy","Malic, citric, lime grape, structured",Washed,Typica,,-,México
84,4,89.16,Tierra Azul / El Aguacatal,,$9.00/lb,"$14,877.00","Time’s Club, Kyokuto Fadie Corporation, Tashiro Coffee (JAPAN) // Coffee Libre (KOREA)",Jesus Hernandez Feria / Francisco Angel Castro Ortiz,1300-1600,México,2015,Santa Maria Yucuhiti,Oaxaca,"Subtle fruit driven acidity, sweet coffee, caramel tones complex","Dark fruits, salted caramel, hazelnuts, guava, butter, dolce la leche, vanilla, sweet lime, milk, coco, tamarind sweetness, sweet cherry, good florals","Citric/malic complex, lime, cherry, quince, balanced",Washed,Typica,,-,México
85,5,89.09,Barranca de Aguacate / Agua…,,$5.60/lb,"$6,960.80","Gamsung International Co.,Ltd. COFFEA COFFEE",Teodora Chazari Zarate / Juan Rosete Guerrero,1400,México,2015,Eloxochitlan De Flores Magon,Oaxaca,"Transparent, balanced, long sweet finish, sugary, maple syrup, refined sugars","Cotton candy, lime, almond, caramel, refined sweets, vanilla flavor, grapefruit, melon honey dew, sweet fruits, candied fruits, elderberry, gooseberry","Citric, refreshing sweet acidity, bright melon, complete and structured",Washed,Typica,,-,México
86,6,88.78,Palulca,,$9.60/lb,"$5,779.20",Aroma Coffee (Gavin Gam) Tommy’s Mexican Rest (Julio Bermejo),[Withdrawn] Francisco Javier Montiel Valencia,1320,México,2015,Cosautlan De Carbajal,Veracruz,"Big coffee, fudge, bodied rounded","Blueberries, limonatta, intense, coco mole, maple syrup, berries, blackcurrant, marzipan, fudge, pineapple, long sweet aftertaste","Acidity tartric, caramel, molasses,coconut",Washed,60% Typica 15% Caturra 25% Mundo Novo,,-,México
87,7,88.59,Varias Fincas,,$7.90/lb,"$7,836.80",Kyokuto Fadie Corporation,Adelaido Lara Dolores,1190-1650,México,2015,Texhuacan,Veracruz,"Creamy, medium juicy, sparkle","Caramel, mandarin, black tea, molasses, port wine, candied orange peel, dates, delicate florals, honey, tropical fruits, papaya sweetness, clean mango","Structured acidity, sparkling, bright, driven",Washed,50% Typica 50% Bourbón,,-,México
88,8,88.53,Nuevo Vergel,,$10.70/lb,"$8,495.80",TERAROSA(S.KOREA),"Antonio Tereso Herrera Martinez / Isidoro Herrera ""Sociedad de Producion Agropecuaria L",,México,2015,La Reforma,Oaxaca,"Sweet, spiced coffee, effervescent","Molasses cinnamon, butter, fig, Christmas cake, sweet spice, clean, transparent, crisp apple, honey soaked, honey dew melon, champagne-like, effervescent","Honey, apple, grape, long layered acidity, mandarin",Washed,70% Typica 30% Mundo Novo,,-,México
89,9,87.88,La Distancia,,$7.25/lb,"$13,427.00",Monmouth Coffee Company,Victor Santiz Gomez,1600,México,2015,La Concordia,Chiapas,"Long aftertaste, nice balance, fruits","Brown sugar, cherry, hibiscus, malty, black cherry, cola, black tea, rhubarb, blueberries, berries, hazelnuts, mouth feel rounded, lush, dense","Grape, refined, balanced subtle acidity",Washed,Typica,,-,México
90,10,87.25,Finca Chelin Spr de RL (Pante…,,$9.10/lb,"$7,826.00",Campos Coffee,Victor Hugo Melchor Cordova,1550-1650,México,2015,La Concordia,Chiapas,"Mouthfeel full, silky, clinging","Floral, cascara, cinnamon, honey, refreshing, red fruits, coffee blossom, jasmine, sweet coco, fresh, almond praline","Citric, lemon, driven citrus",Washed,40% Typica 40% Bourbón 20% Caturra,,-,México
91,11,87.0,"Zaiba, Garnica, de Aquel…",,$7.10/lb,"$4,714.40","Wataru & Co., Ltd.",[Withdrawn] Bertha Elia Hernandez De La Cruz,,México,2015,Villacorzo,Chiapas,"Mouthfeel creamy, full, big, grapes","Cherry, coconut, light coco, delicate honey flavor, hibiscus, complex, pistachio, sassafras (root beer), peach, white grapes, coconuts","Sweet acidity, balanced, structured, grape acidity",Washed,50% Caturra 50% Mundo Novo,,-,México
