Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
44,11,88.4,Robe Iticha Gurumu,2182.57,$37.10 ,"$80,973.35 ","Saza Coffee, Sarutahiko Coffee Inc., Coffee-Tech.co.nz, Cheer Beans Trading Co.",Robe Iticha Gurumu,,Ethiopia,2021,,,"Brown Sugar, Floral, Jasmine, Orange and grapefruit appears while cool, Pineapple","Jasmine (3), Apricot (2), Floral (2), Grape (2), Lychee (2), Animalic, Berry, Black Currant, Blackberry, Blueberry, Brown Spice, Candy, Cinnamon, Citrus, Cocoa, Dried Fruit, Fruity, Hint of lime, Lemon & Lime, Lime, Mandarin Orange, Nectarine, Orange Blossom, Orange rind, Pear, Pineapple, Plum, Raisin, Star Fruit, Stone Fruit, Tropical Fruit, Vanilla, Winey","Citric Acid (2), Malic Acid (2), Black chocolate, Bright, Complex, Crisp, Raisin, Red Apple",Natural,74110,,,Ethiopia
45,12,88.38,Aliyie Gobena Hessa,1421.98,$21.20 ,"$30,145.98 ","Tashiro Coffee Co., Ltd",Aliyie Gobena Hessa,,Ethiopia,2021,,,"Brown Sugar, Tropical Fruit, very clean and sweet, vanilla, short aftertaste","Orange (3), Green Tea (2), Apple, Banana, Caramel, Cherry, Citrus Fruit, Cranberry, Darjeeling tea, Delicate, Dried Dates, Honey, Honeydew, Jasmine, Jasmine Honeysuckle, Kiwi, Leafy Greens, Lemon & Lime, Lemongrass, Lime, Lime peel, Melon, Panel, Pear, Pineapple, Raisin, Raspberry, Salty lemon, Tangerine, Tomato","Malic Acid (4), Bright (2), Citric Acid (2), Citrus Fruit",Natural,74112,,,Ethiopia
46,13,88.37,Boledu Industrial PLC,2248.71,$18.90 ,"$42,500.62 ",TIMES CLUB & COFFEE LIBRE,Boledu Industrial PLC,,Ethiopia,2021,,,"Black Tea, Citrus Fruit, Floral, Raspberry, Smooth, Transparent, Tropical Fruit","Mandarin Orange (3), Apricot (2), Floral (2), Raspberry (2), Anise, Apple, Black Currant, Blackberry, Blood orange, Blueberry, Caramel, Chocolate, Cola, Dried berry, Dried Fruit, Earl grey, Grape, Grapefruit, Green plum, Lemon, Passion Fruit, Peach, Pineapple beer, Plum, Prune, Raisin, Roasted Hazelnut, Spice, Strawberry, Sweet earthy, Winey, Wood Smoke","Bright, Citrus Fruit, Mandarin Orange, Multiple fruit acid",Natural,Kurume,,,Ethiopia
47,14,88.32,AASH Coffee Pulping PLC,1058.22,$22.10 ,"$23,386.66 ",Blooms Ltd,AASH Coffee Pulping PLC,,Ethiopia,2021,,,"Apple, Berry, Floral, Stone Fruit, well balanced, short aftertaste, very sweet","Black Currant (2), Dried Fruit (2), Melon (2), Orange (2), Black Tea, Blackberry, Cherry, Cranberry, Floral, Hazelnut, Honey, Jasmine, Lemon candy, Lemon tea, Lily, Malt, Mandarin Orange, Mango, Muscat, Nectarine, Pomegranate, Raisin, Tangerine, Yellow apricot","Green Apple (2), Bright, Complex, Malic Acid, Peach, Ripe apricot, Structured, Tartaric acid",Natural,74110,,,Ethiopia
48,15,88.18,Mulugeta Muntasha Bale,2645.54,$18.20 ,"$48,148.83 ",BPC for Coffee Fiel,Mulugeta Muntasha Bale,,Ethiopia,2021,,,"Brown Spice, Cocoa Powder, Herb-like, Tropical Fruit, , delicate and very clean","Caramel (2), Lemon & Lime (2), Raspberry (2), Apple, Berry, Black Cherry, Blackberry, Brown Sugar, Butterscotch, Citrus, Cranberry, Dried Fruit, Floral, Jam, Jasmine, Lychee, Malic Acid, Passion Fruit, Peach, Prune, Red Apple, Yellow apricot","Citric Acid, Orange, Sparkling, Vibrant",Natural,74112,,,Ethiopia
49,16,88.18,Thewodros Nigusse Gemeda,2347.92,$18.10 ,"$42,497.35 ",M.I.COFFEE CORPORATION,Thewodros Nigusse Gemeda,,Ethiopia,2021,,,"Brown Sugar, Citrus, Floral, Lemon & Lime, Stone Fruit, very sweet, peach, very clean, buttery mouthfeel, lingering aftertaste","Grape (2), Peach (2), Plum (2), Raspberry (2), Red Grape (2), Bergamot, Blackberry, Brown Roast, Brown Spice, Cranberry, Floral, Hint of black currant, Honeydew, Lemon candy, Lime peel, Lychee, Mango, Milk Chocolate, Nut shell, Orange, Papaya, Roasted Almond, Salty lemon, Star Fruit, Yellow apricot","Almond, Malic Acid, Multiple fruit acidity, Sweet, Tartaric, Transparent, Tropical Fruit",Natural,74112,,,Ethiopia
50,17,88.06,Tracon Trading PLC,2182.57,$23.10 ,"$50,417.37 ",Arriyadh Roaster,Tracon Trading PLC,,Ethiopia,2021,,,"Floral (2), Apricot, Black Tea, Mango, Peach, Sharp, Stone Fruit, Tropical Fruit, fragrance clove like, clean and sweet, well balanced between flavor and body","Orange (2), Apricot, Bergamot, Black Pepper, Brown Roast, Cherry, Chocolate, Citrus, Cola, Cream, Dark Chocolate, Grape, Herb-like, Honey, Jasmine, Lychee, Malt, Plum, Raspberry, Red Apple, Red Currant, Roasted Peanuts, Rose Hips","Citric Acid, Malic Acid, Tartaric",Anaerobic,74112,,,Ethiopia
51,18,88.06,Tracon Trading PLC,2083.37,$30.10 ,"$62,709.44 ",Sulalat Coffee Trading,Tracon Trading PLC,,Ethiopia,2021,,,"Clear, Deep, Floral","Blueberry (2), Chocolate (2), Winey (2), Bergamot, Black Currant, Brown Spice, Cacao Nibs, Citrus Fruit, Dried Fruit, Floral, Grape, Grapefruit, Jammy, Lemon, Mango, Melon, Milk Chocolate, Mouth Drying, Passion Fruit, Plum, Raspberry, Red Currant, Rum, Strawberry, Tea Rose, Vanilla, Whiskey, Yellow apricot, chocolate, butter, fruit","Citrus, Raisin, Vibrant",Natural,74110,,,Ethiopia
52,19,88.06,Birhanu Dido Awacho,2645.54,$16.40 ,"$43,386.86 ",TAKAMURA COFFEE ROASTERS,Birhanu Dido Awacho,,Ethiopia,2021,,,"Citrus, Clean, Floral, Stone Fruit, Tropical Fruit, well balanced and complex, fruit acidity, orange","Apricot (2), Caramel (2), Jasmine (2), Bergamot, Berry, Black Cherry, Black Currant, Black Pepper, Black plum, Black Tea, Blackberry, Cranberry, Dried Fruit, Floral, Grapefruit, Honeydew, Lime peel, Mandarin Orange, Milk Chocolate, Mouth Drying, Nut skin, Orange, Plum, Raspberry, Star Fruit, Sweet orange","Citric Acid (2), Malic Acid (2), Bright, Bright, Crisp, Mango, Red Apple",Natural,74112,,,Ethiopia
53,20,87.97,Testi Trading PLC (Plantation),429.9,$90.70 ,"$38,991.93 ","BLACK GOLD COFFEE CO., LTD. / OKLAO SPECIALTY COFFEE (TAIWAN) / SHANGHAI BOJIN TRADING CO., LTD. / EIGHTY PLUS",Testi Trading PLC (Plantation),,Ethiopia,2021,,,"Black Currant, Brown Spice, Caramel, Cranberry, Pear, Stone Fruit, very clean, strawberry flavor, long aftertaste, floral","Grapefruit (2), Orange (2), Pear (2), Pineapple (2), Raspberry (2), Apricot, Black Currant, Blueberry, Cacao Nibs, Citrus, Cocoa nib, Dried Fig, Grape, Grape skin, Hint of herb like, Honeycomb, Lime peel, Lychee, Mandarin Orange, Mango, Mouth Drying, Nectarine, Pineapple peel, Prune, Red Currant, Salty, Sweet spice, White Pepper","Malic Acid (2), Red Grape (2), Apricot, Bright, Citric Acid, Lime, Pungent, Vibrant",Anaerobic,Gesha,,,Ethiopia
54,21,87.85,Birhanu Teklu Maribo,2612.47,$15.70 ,"$41,015.78 ","Wataru & Co., Ltd.",Birhanu Teklu Maribo,,Ethiopia,2021,,,"Citrus, Fine, Floral, Lime peel, well balanced adicity and body, clove","Jasmine (2), Plum (2), Bakers Chocolate, Berry, Black Currant, Black Tea, Caramelized, Cherry, Chocolate, Citrus, Floral, Green Pepper, Honey, Jasmine Honeysuckle, Kiwi, Lemon candy, Lime, Lime peel, Lychee, Mandarin Orange, Melon, Orange, Papaya, Peach, Syrupy, Tangerine, Yellow apricot","Citric Acid (2), Malic Acid (2), Bright, Complex, Green Apple, Multiple fruit acid, Sweet",Natural,74158,,,Ethiopia
55,22,87.82,Testi Trading PLC Suppliers,462.97,$67.40 ,"$31,204.18 ",Sulalat Coffee Trading,Testi Trading PLC Suppliers,,Ethiopia,2021,,,"Apricot, Complex, Lychee, Mild, Nutty, Rough, Tangerine, fragrance of coriander, very clean and sweet, long aftertaste, lingering","Cacao Nibs (2), Mandarin Orange (2), Orange (2), Tropical Fruit (2), Anise, Berry, Black Currant, Black Tea, Brown Spice, Brown Sugar, Clove, Dark Chocolate, Dried lemon, Floral, Hint of spice, Hops, Lemon & Lime, Liquor chocolate, Mango, Muscat, Passion Fruit, Peach, Pepper, Pineapple liqueur, Raisin, Raspberry, Roasted Almond, Zesty","Citric Acid, Citrus, Lemon & Lime, Malic Acid, Mandarin Orange, Phosphonic, Sweet, Tartaric, Vibrant",Anaerobic,Heirloom,,,Ethiopia
56,23,87.59,Semira Negash Kedir,1785.74,$15.70 ,"$28,036.12 ",Sulalat Coffee Trading,Semira Negash Kedir,,Ethiopia,2021,,,"Brown Sugar, Stone Fruit, Tropical Fruit, floral, balanced","Apricot (2), Floral (2), Prune (2), Raspberry (2), Balsamic, Brown Spice, Brown Sugar, Caramel, Chocolate, Green Grape, Honey, Jasmine, Lime peel, Mango, Molasses, Nutty, Orange, Plum, Raisin, Roasted Hazelnut, Strawberry, Vanilla","Acetic Acid, Bright, Citrus, Phosphoric, Red Apple, Red Currant, Tartaric acid",Natural,74112,,,Ethiopia
57,24,87.59,Feysel Abdosh Coffee Supplier,462.97,$46.70 ,21620.7,Sulalat Coffee Trading,Feysel Abdosh Coffee Supplier,,Ethiopia,2021,,,"Floral (2), Brown Sugar, Citrus, very clean and sweet, creamy body, lingering aftertaste, apple fragrance","Lemon (3), Mandarin Orange (3), Pineapple (2), Apricot, Black Tea, Blackberry, Blood orange, Brown Spice, Cacao Nibs, Caramel, Citrus, Cola, Dark Chocolate, Dried Dates, Dried Fruit, Grain as cool, Grape, Grapefruit, Herb-like, Lemon tea, Mouth Drying, Orange, Peach, Plum, Raspberry, Red Apple, Unripe pineapple, Yellow apricot","Citric Acid, Citrus Fruit, Lemon & Lime, Passion Fruit, Pineapple, Sweet",Anaerobic,Kurume,,,Ethiopia
58,25,87.56,Nigussie Gemeda Mude,2645.54,$15.90 ,42064.09,"Wataru & Co., Ltd.",Nigussie Gemeda Mude,,Ethiopia,2021,,,"Brown Sugar, Floral, Stone Fruit, perfumed aromas, fragrant, caramel, well balanced","Apricot (2), Jasmine (2), Milk Chocolate (2), Berry, Chocolate, Citrus, Cola, Floral, Hint of lychee, Honeycomb, Lemon, Lemon tea, Mint, Orange, Pear, Pineapple, Plum, Prune, Red Currant, Star Fruit, Sweet citric, Syrupy, Toffee, White Grape, Yellow apricot","Acetic, Bright, Citrus, Complex, Malic Acid, Mild acidity, Sharp",Natural,74158,,,Ethiopia
59,26,87.53,Robi Wet Coffee Processing PLC,2182.57,$15.60 ,34048.09,Honu Kato Coffee Inc.,Robi Wet Coffee Processing PLC,,Ethiopia,2021,,,"Brown Sugar, Floral, Winey","Raspberry (3), Jasmine (2), Orange (2), Apricot, Berry, Black Tea, Clear, Cranberry, Floral, Grain, Herb-like, Honey, Lime, Peach, Pear, Plum (2), Raisin, Red Currant, Tamarind, Vanilla, spicy, clove, touch of cinnamon","Citric Acid (2), Bright, Cranberry, Crisp, Grape, Malic Acid, Tartaric",Natural,74110,,,Ethiopia
60,27,87.5,Asmamaw Abebayehu,2182.57,$15.20 ,33175.06,"Global Bean Holding, UK",Asmamaw Abebayehu,,Ethiopia,2021,,,"Body/Fullness, Caramelized, Floral, Juicy, Orange, Stone Fruit, balanced, body and acidity, clean and sweet","Chocolate (2), Peach (2), Raisin (2), Raspberry (2), Apricot, Bergamot, Berry, Citrus, Cola, Dark Chocolate, Dried Fig, Dried Wood, Grape skin, Hazelnut, Honey, Lemon, Lime, Lime peel, Lychee, Malt, Maple Syrup, Milk Chocolate, Nectarine, Orange, Plum, Strawberry, Tangerine","Citric Acid (2), Clean, Lactic, Malic Acid",Honey,74110,,,Ethiopia
61,28,87.47,AASH Coffee Pulping PLC,1025.15,$16.10 ,16504.92,Huracan Coffee (Sviezia Kava),AASH Coffee Pulping PLC,,Ethiopia,2021,,,"Balanced, Berry, Brown Spice, Brown Sugar, Low complex, Ripe orange, clean and sweet, balanced body and acidity","Milk Chocolate (2), Orange (2), Raspberry (2), Red Currant (2), Almond, Berry, Black Pepper, Citric, Cocoa Powder, Floral, Green Apple, Hazelnut, Herb-like, Honey, Jasmine, Lime peel, Malt, Mouth Drying, Nectarine, Nut shell, Pineapple, Tea Rose, Watermelon, White Grape","Malic Acid (2), Bright, Citric Acid, Grapefruit",Natural,74110,,,Ethiopia
62,29,87.44,Mate Matewos Lemisso,793.66,$40.20 ,31905.13,Arriyadh Roaster,Mate Matewos Lemisso,,Ethiopia,2021,,,"Floral, Lychee, Nutty, Orange peel, Walnut, well balanced, medium body","Bergamot (2), Chocolate (2), Lychee (2), Mandarin Orange (2), Raspberry (2), Apricot, Berry, Black plum, Black Tea, Blackberry, Brown Spice, Brown Sugar, Caramel, Delicate, Dried Fig, Floral, Grape, Hazelnut, Honey, Milk Chocolate, Orange, Orange candy, Pecan, Pipe Tobacco, Red Currant, Red wine, Roasted Hazelnut, Star anise","Bright (2), Citric Acid (2), Lemongrass, Mild",Natural,74158,,,Ethiopia
63,30,87.38,Assefa Dukale Wakayo Coffee Supplier,1091.29,$68.10 ,74316.85,Sulalat Coffee Trading,Assefa Dukale Wakayo Coffee Supplier,,Ethiopia,2021,,,"Almond, Candy, Floral, Mango, Milk Chocolate, Pineapple, well balanced acidity, chocolate flavor, long aftertaste","Chocolate (2), Apricot, Bergamot, Berry, Bittersweet Chocolate, Black Cherry, Blackberry, Brown Spice, Brown Sugar, Burnt Sugar, Cherry, Coca-cola, Cranberry, Dark, Dark Chocolate, Grape, Jackfruit, Lemon, Lime, Liquor chocolate, Milk Chocolate, Molasses, Nectarine, Orange candy, Raspberry, Red Currant, Roasted Hazelnut, Roasted Peanuts, Smoky, Winey","Tartaric (2), Bright, Grapefruit, White Grape",Anaerobic Natural,74158,,,Ethiopia
64,1a,90.69,Legese,529.1,$           400.50,"$              211,904.55",LNK Coffee Trading DMCC for Lebunna弘顺,Legese Botosa Dikale,,Ethiopia,2022,,,"Complex, long aftertaste, sweet, lemongrass, round and elegant","Banana , Candy , Peach , Pineapple , Red Grape , Roasted Almond , Almond, Apricot, Bergamot, Black Currant, Blueberry, Cherry, Citrus Fruit, Dried Fruit, Elderflower, Fruity, Green Tea, Lemon, Lemon & Lime, Lemonade, Licorice-anise, Lychee, Mandarin Mango, Passion Fruit, Pomegranate, Raspberry, Red Apple, Rosemary, Star Fruit","Citric Acid , Malic Acid , Bright, Mandarin Orange",Natural,74158,,,Ethiopia
65,1b,90.69,Legese,529.1,$           400.00,"$              211,640.00",SAZA COFFEE ( Japan ) & Orsir Coffee (Taiwan),Legese Botosa Dikale,,Ethiopia,2022,,,"Complex, long aftertaste, sweet, lemongrass, round and elegant","Banana , Candy , Peach , Pineapple , Red Grape , Roasted Almond , Almond, Apricot, Bergamot, Black Currant, Blueberry, Cherry, Citrus Fruit, Dried Fruit, Elderflower, Fruity, Green Tea, Lemon, Lemon & Lime, Lemonade, Licorice-anise, Lychee, Mandarin Mango, Passion Fruit, Pomegranate, Raspberry, Red Apple, Rosemary, Star Fruit","Citric Acid , Malic Acid , Bright, Mandarin Orange",Natural,74158,,,Ethiopia
66,2,90.25,Kenean,363.8,$           189.10,"$                68,794.58",Sulalat Coffee Trading,Kenean Assefa Dukem,,Ethiopia,2022,,,"Bittersweet Chocolate, Smooth, Star Fruit, Sweet spicy, Tangerine, Winey, Tropical Fruits","Black Tea , Peach , Pineapple , Banana , Blueberry , Citrus Fruit , Floral , Raspberry , Vanilla , Almond, Balsamic, Bergamot, Cocoa, Cola, Complex, Cream, Dark Chocolate, Dried Dates, Eculyptus, Fruity, Hops,, Mint, Orange, Orange juice, Passion Fruit, Plum, Pomegranate, Roasted Almond","Citric Acid ,Lemon & Lime, Malic Acid,Tartaric",Anaerobic,74112,,,Ethiopia
67,3a,90.19,A/ Temam,"1,190.00",$              53.11,"$                63,200.90","Simple Kaffa The Coffe One, Kakalove (Taiwan), Urban Coffee Roaster (HK), Pebble Coffee (Taiwan), Stellar on Coffee (KOREA), The Hub Coffee, Goodboybob Coffee Roasters, Diff Coffee Roasters (Thailand)",A/Tamam A/Oli A/Gojam,,Ethiopia,2022,,,"Overall Sweet, Juicy , Sweet , Apple, Banana, Black Tea, Bright, Citrus Fruit, Clean, White Grapes","Brown Sugar , Black Cherry , Citrus Fruit , Green Apple , Honey , Lime , Raspberry , Stone Fruit , Bergamot, Black Currant, Black Tea, Brown Spice, Caramel, Cherry, Citrus, Cocoa, Complex, Cranberry, Floral, Fruity, Grape juice, Green Tea, Herbal, Lemon & Lime, Lychee, Mandarin Orange, Maple Syrup, Milk Chocolate, Hazelnut","Bright , Citric Acid , Lemon , Cherry, Dragonfruit, Sparkling",Washed,74110,,,Ethiopia
68,3b,90.19,A/ Temam,"1,124.00",$              55.60,"$                62,494.40",KALDI COFFEE FARM,A/Tamam A/Oli A/Gojam,,Ethiopia,2022,,,"Overall Sweet, Juicy , Sweet , Apple, Banana, Black Tea, Bright, Citrus Fruit, Clean, White Grapes","Brown Sugar , Black Cherry , Citrus Fruit , Green Apple , Honey , Lime , Raspberry , Stone Fruit , Bergamot, Black Currant, Black Tea, Brown Spice, Caramel, Cherry, Citrus, Cocoa, Complex, Cranberry, Floral, Fruity, Grape juice, Green Tea, Herbal, Lemon & Lime, Lychee, Mandarin Orange, Maple Syrup, Milk Chocolate, Hazelnut","Bright , Citric Acid , Lemon , Cherry, Dragonfruit, Sparkling",Washed,74110,,,Ethiopia
69,4,90.17,Bukato,"1,190.00",$              90.00,"$              107,100.00",Sulalat Coffee Trading,Bukato Duge Bale,,Ethiopia,2022,,,"Red Currant, Smooth, Crisp acidity, Custard, Dried Fig, Dynamic, Fudge, Green Apple, Gummy fruit, Mango","Mango , Brown Sugar , Cherry , Blackberry , Blueberry , Floral , Peach , Pineapple , Winey , Bergamot, Bittersweet Chocolate, Black Cherry, Black Tea, Candy, Cinnamon, Citrus Fruit, Cola, Complex, Fruity, Honey, Jasmine, Lemon, Melon, Milky, Plum, Pomegranate, Prune, Raspberry, Red Grape, Strawberry, Sweet, Sweet licorice, Tropical Fruit, Watermelon","Citrus Fruit, Grape, Grapefruit, Lemon, Malic Acid, Red Apple, Strawberry, Tartaric",Natural,74158,,,Ethiopia
70,5,90.08,Samuel,628.3,$              58.50,"$                36,755.55",SARUTAHIKO COFFEE,Samuel Zerihun Belachew,,Ethiopia,2022,,,"Crisp, Floral and lingering, Overall Sweet, Sweet, Sweet Aromatics, Sweet finish","Floral , Cherry , Peach , Jasmine , Mandarin Orange , Black Currant, Caramel, Cinnamon, Citrus, Clean, Complex, Concord Grape, Dried Fruit, Grape tomato, Grapefruit, Green Apple, Green Tea, Honey, Juicy, Lemon, Lychee, Melon, Milk Chocolate, Milky, Orange Blossom, Pineapple, Raspberry, Red berry, Rose Hips, Sweet, Vanilla, Yuzu","Citric Acid , Crisp , Bright,Lemon & Lime, Malic Acid, Red Grape, Stone Fruit",Natural,74158,,,Ethiopia
71,6,89.92,Tilahune,"1,918.00",$              30.70,"$                58,882.60",Kyokuto Fadie Corporation,Tilahune Horsa Fata,,Ethiopia,2022,,,"Complex , Brown Spice, Clean and complex, Floral, Sweet Aromatics, Good balance, Vanilla, Cinnamon","Black Cherry , Floral , Peach , Bergamot , Brown Sugar , Lychee , Stone Fruit , Vanilla , Apple, Black Tea, Cherry, Citrus, Citrus Fruit, Concord Grape, Creme brulee, Dark Chocolate, Green Tea, Honey melon, Lemonade, Lime, Nougat, Passion Fruit, Plum, Prune, Raspberry, Red Grape, Roasted Almond","Citric Acid , Bright , Citrus Fruit, Green Apple, Lemon & Lime, Malic Acid, Structured, Tartric",Natural,74167,,,Ethiopia
72,7,89.78,Wolde,529.1,$              51.99,"$                27,507.91",Blue Bottle Coffee,Wolde Faye Koricha,,Ethiopia,2022,,,"Bittersweet Chocolate, Citrus Fruit, Deep sweetness, Floral, Graham Cracker, Green Apple, Green Tea, Juicy, Juicy mouthfeel, Molasses Syrup,","Cherry , Black Tea , Brown Spice , Floral , Honey , Lemongrass , Orange , Peach , Apple, Basmati Rice, Black Cherry, Chocolate, Grape, Green Tea, Herb-like, Honeydew, Lime, Lychee, Mandarin Orange, Mango, Milk Chocolate, Mint, Nectarine, Pepper, Pineapple, Pumpkin, Red plum, Stone Fruit, Strawberry","Berry ,Citric Acid, Grape, Green Apple, Malic Acid, Mandarin Orange, Red Apple, Stone Fruit",Natural,74110,,,Ethiopia
73,8,89.56,Muluneh,"1,422.00",$              26.70,"$                37,967.40",BEAN SUPER豆超國際 / 百啡有光 / 云境農莊 / 麟閣咖啡 / 樂波波珈琲 / 93咖啡 93 Coffee Beans & Tools / Coffee L&J / Cafetaster咖啡嗜者 / =.= 小眼睛．手作．咖啡館,Muluneh Tute Galcho,,Ethiopia,2022,,,"Juicy, Sweet and clean, Chocolate , Sweet , Big body, Blackberry, Buttery, Cherry, Floral, Honey","Cherry , Orange , Pineapple , Apricot , Black Tea , Brown Sugar , Citrus Fruit , Green Apple ,Blueberry, Brown Spice, Candy, Citric fruit, Complex, Elderflower, Floral, Green Tea, Guava, Juice, Juicy, Lemon, Mango, Peach, Plum, Prune, Pumpkin, Red Apple, Red Currant, Red Grape, Rosemary, Sweet, Sweet Bread Pastry","Malic Acid , Bright , Green Apple , Cherry, Citric Acid, Crisp, Lemon, Orange, Raspberry, Strawberry, Tart",Natural,74158,,,Ethiopia
74,9,89.36,Abebe,"1,753.00",$              50.50,"$                88,526.50",Sulalat Coffee Trading.,Abebe Hewiso Wicho,,Ethiopia,2022,,,"Bright acidity, intense, Brown Sugar, Pommegranate, Sweet & Sugary","Mandarin Orange , Blackberry , Lychee , Cherry , Peach , Red Currant , Apricot, Banana, Bergamot, Berry medley, Black Tea, Blueberry, Bold, Candy, Caramel, Citrus Fruit, Cocoa, Compote, Cream, Creme brulee, Dark cherry, Dark Chocolate, Floral, Grapefruit, Green Tea, Honeydew, Jasmine, Lemon, Violets, Yellow plum","Citric Acid , Malic Acid, Mandarin Orange, Mango, Orange, Plum, Tartaric",Natural,74110,,,Ethiopia
75,10,88.78,Nare,"2,017.00",$              20.21,"$                40,763.57",Linking Coffee & 步昂咖啡.,Nare Ware Chinba,,Ethiopia,2022,,,"Sweet finish,  Dried Dates, Balanced, Berry, Black Currant, Bright, Brown Sugar, Chocolate, Clean","Almond , Berry , Black Cherry , Caramel , Cherry , Orange , Prune , Stone Fruit , Apricot, Bakers Chocolate, Black Currant, Black Tea, Brown Sugar, Cinnamon, Citric Acid, Citrus Fruit, Concord Grape, Dark Chocolate, Floral, Grapefruit, Green Apple, Juice, Lychee, Milk Chocolate, Nougat, Nut, Pineapple, Plum, Pumpkin, Red Grape, Roasted Almond, Strawberry, Supersweet, Tangerine, Vanilla","Citric Acid, Green Apple, Lime peel, Malic Acid, Red Grape, White Grape",Natural,74112,,,Ethiopia
76,11,88.44,Aman,"1,356.00",$              17.10,"$                23,187.60",KAFFEBRENNERIET AS,Aman Gemeda Galcho,,Ethiopia,2022,,,"Grapefruit peel,  Great acidity, Great balance, Jasmine Honeysuckle, Lime, Mandarin Orange, Mango, Sweet aftertaste","Blueberry , Floral , Black Cherry, Brown Sugar, Dark Chocolate, Grapefruit, Green Tea, Herb-like, Herbal tea, Kiwi, Lemon, Lime, Mandarin Orange, Milk Chocolate, Nectarine, Peach, Star Fruit, Stone Fruit, Strawberry, Sweet, Sweet spicy, Tangerine, Tropical Fruit","Bright , Lemon & Lime , Citric Acid, Lemon, Lively, Stone Fruit, Tartaric",Natural,74112,,,Ethiopia
77,12,88.44,Yosefe Kasaye,"1,290.00",$              28.70,"$                12,338.13",Coffee Tech Ltd. C&B Coffee Roasters. Demitasse. YOLK 요크.印格咖啡 IngenuityCoffee,Yosefe Kasaye Bora,,Ethiopia,2022,,,"Graham Cracker, Honey, Lemon, Long aftertaste, Maple Syrup, Melon, Molasses, Nice acidity, Savory","Berry , Floral , Grapefruit , Tangerine , Bakers Chocolate, Banana, Biscuity, Brown Sugar, Chocolate, Cinnamon, Citrus Fruit, Ginger, Herbal, Jasmine, Lemon, Lemon & Lime, Lemongrass, Mandarin Orange, Melon, Raisin, Red Apple, Savory, Sweet, Tea like","Citric Acid , Grape, Grapefruit, Lemon, Malic Acid, Orange",Natural,447,,,Ethiopia
78,13,88.42,Abiyot,"2,249.00",$              15.00,"$                19,350.00","意可坊咖啡 for Cut Hand Group (剁手咖啡群) & Captain George乔治队长/ 领地La Finca/ 长沙陆光咖啡/ PAGA CO.,LTD/ kisscoffee/ Diff Coffee Roasters/ 18RESERVA/ 咖乐乐KOLAKOLA COFFEE",Abiyot Shonto Gelgele,,Ethiopia,2022,,,"Black Tea, Butter, Cherry, Citrus Fruit, Clean, Full body, Nougat","Cherry ,Berry, Blackberry, Blueberry, Caramel, Fruity, Grapefruit, Green, Hibiscus, Honey, Juicy, Lemonade, Orange, Orange Blossom, Pineapple, Plum, Raspberry, Red Apple, Red Currant, Roasted Almond, Stone Fruit, Strawberry, Sugarcane, Sweet, Tangerine, Toffee, Tropical Fruit","Citric Acid , Pineapple , Complex, Lemon & Lime, Lime, Malic Acid, Mandarin Orange, Plum, Sparkling",Natural,74112,,,Ethiopia
79,14,88.33,Dush,"1,620.00",$              12.20,"$                27,437.80",Keffa Coffee,Dush Lemiso Uke,,Ethiopia,2022,,,"Overall Sweet, Sweet & Sugary,  Jasmine Honeysuckle, Juicy, Lime, Maple Syrup, Milk Chocolate, Orange, Peach, Rounded","Floral , Peach , Almond, Black Cherry, Blueberry, Brown Sugar, Cherry, Dark Chocolate, Fruity, Honey, Juicy, Kiwi, Lychee, Mango, Milk Chocolate, Mouth Drying, Orange Blossom, Plum, Raspberry, Red Currant, Red Grape, Roasted Hazelnut, Tangerine, Tea Rose, Vanilla","Citric Acid , Cranberry, Malic Acid, Round, Sparkling, Stone Fruit",Natural,74112,,,Ethiopia
80,15,88.31,Legese,892.9,$              15.00,"$                24,300.00",Black Gold Coffee,Legese Rowa Dasso,,Ethiopia,2022,,,"Bright acid, Honey,  Floral, Jasmine, Juicy, Lime, Lychee, Mango, Maple Syrup","Floral , Grapefruit , Animalic, Bergamot, Blueberry, Brown Spice, Brown Sugar, Casis, Cherry, Citrus, Citrus Fruit, Elderflower, Green Tea, Lemon & Lime, Milk Chocolate, Passion Fruit, Pineapple, Pomegranate, Red Currant, Red Grape, Rose Hips, Sweet, Tea tree, Termarine, Tropical Fruit","Citric Acid, Grape, Green Apple, Juicy, Lemon, Lemon & Lime, Malic Acid, Orange, Tangerine",Natural,74158,,,Ethiopia
81,16,88.22,Butu Gelcha,"1,124.00",$              21.00,"$                18,750.90","Snow Beans Coffee, Japan Roasters Network by Maruyama Coffee",Butu Galcha Bora,,Ethiopia,2022,,,"Candy, Citric Acid, Complex fruit, Creme, Dark Chocolate, Floral, Good balance","Blueberry , Cherry , Orange , Brown Sugar, Caramel, Citric Acid, Citrus, Citrus Fruit, Floral, Fruity, Grapefruit, Green Apple, Green Grape, Herbal, Hibiscus, Jasmine, Juicy, Lemongrass, Pear, Plum, Prune, Red Currant, Sweet, Tangerine, Vanilla, Watermelon","Citric Acid, Citrus, Lemon, Lime, Malic Acid, Star Fruit, Tartaric",Natural,74112,,,Ethiopia
